;index;gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det;lat_corrigida;long_corrigida;endereco_google
0;1208;3469;2787628;-237.714.529.037.469;-46.696.679.592.131.200;AMA UBS INTEGRADA JARDIM MIRNA;RUA DR JUVENAL HUDSON FERREIRA;13;JARDIM MIRNA;(11)55265175;4856140.0;SP;São Paulo;2016;5;-23.7692218;-46.6986378;R. Dr. Juvenal Hudson Ferreira, 13 - Jardim Myrna, São Paulo - SP, 04856-140, Brazil
1;1438;3889;2787679;-235.742.709;-4.668.860.720.000.000;AMA UBS INTEGRADA JARDIM PAULISTANO;RUA ENCRUZILHADA DO SUL;496;JAD PAULISTANO;(11)39715342;2816010.0;SP;São Paulo;2016;5;-23.4613107;-46.7050152;R. Encruzilhada do Sul, 496 - Jardim Paulistano (Zona Norte), São Paulo - SP, 02816-010, Brazil
2;1444;3865;2027054;-235.626.161.098.473;-46.492.574.214.933.900;UBS J MARILIA;RUA ELZA DOS ANJOS NEVES;22;JD MARILIA;(11)27439526;3585100.0;SP;São Paulo;2016;5;-23.5626386;-46.4924293;R. Elza dos Anjos Neves, 22 - Jardim Brasilia, São Paulo - SP, 03585-100, Brazil
3;1489;3891;2788047;-23.494.329.999.999.900;-4.662.027;AMA UBS INTEGRADA LAUZANE PAULISTA;RUA VALORBE;80;LAUZANE PAULISTA;11 22318619/22585818;2442140.0;SP;São Paulo;2016;5;-23.4752797;-46.64171839999999;R. Valorbe, 80 - Lauzane Paulista, São Paulo - SP, 02442-140, Brazil
4;1508;3866;2752166;-235.539.364.814.751;-4.658.010.005.950.780;AMA UBS INTEGRADA AGUA RASA;RUA SERRA DE JAIRE;1480;AGUA RASA;(11)66052156;3175001.0;SP;São Paulo;2016;5;-23.5537469;-46.5799659;Rua Serra de Jairé, 1480 - Quarta Parada, São Paulo - SP, 03175-001, Brazil
5;1525;3961;2787709;-23.714.734.947.993.600;-46.687.110.811.471.900;UBS J REPUBLICA;AVN GONCALO DE PAIVA GOMES;285;JARDIM REPUBLICA;(11)56635000;4812090.0;SP;São Paulo;2016;5;-23.7148062;-46.687261;Av. Gonçalo de Paiva Gomes, 285 - Jardim Republica, São Paulo - SP, 04812-090, Brazil
6;1533;3890;2787474;-23.743.911.981.582;-46.705.369.949.339.500;AMA UBS INTEGRADA JARDIM ICARAI QUINTANA;RUA SAO ROQUE DO PARAGUACU;190;VILA QUINTANA;(11)59280872;4837150.0;SP;São Paulo;2016;5;-23.7439673;-46.7035484;Rua São Roque do Paraguaçu, 190 - Vila Quintana, São Paulo - SP, 04837-150, Brazil
7;1630;3887;2787636;-2.364.241;-4.676.743;UBS JARDIM MITSUTANI;RUA FREI XISTO TEUBER;50;JARDIM MITSUTANI;(11) 58429292;5791080.0;SP;São Paulo;2016;5;-23.6422934;-46.7808237;R. Frei Xisto Teuber, 50 - Jardim Mitsutani, São Paulo - SP, 05791-080, Brazil
8;1637;3868;2788756;-23.538.439.999.999.900;-4.670.368;AMA UBS INTEGRADA VILA BARBOSA;AVENIDA MANDAQUI;197;LIMAO;39661302 / 39516457;2550000.0;SP;São Paulo;2016;5;-23.5052153;-46.6705712;Av. Mandaqui, 197 - Limão, São Paulo - SP, 02550-000, Brazil
9;1659;3999;2042959;-235.967.230.796.807;-465.924.167.633.043;UBS JOAQUIM ROSSINI;RUA ALVARO FRAGOSO;480;VILA CARIOCA;(11)22734602;4223000.0;SP;São Paulo;2016;5;-23.5966619;-46.592506;R. Álvaro Fragoso, 480 - Vila Independencia, São Paulo - SP, 04223-000, Brazil
10;2255;4709;2787555;-234.605.956.077.569;-46.673.505.306.242.500;AMA UBS INTEGRADA JARDIM LADEIRA ROSA;RUA JOSE DA COSTA GAVIAO;150;BRASILANDIA;(11)39826380;2872000.0;SP;São Paulo;2016;5;-23.461758;-46.67329669999999;R. José da Costa Gavião, 150 - Jardim Cecy, São Paulo - SP, 02675-031, Brazil
11;2604;5309;2788535;-235.997.700.691.216;-464.823.603.630.052;UBS SAO MATEUS I;RUA ANGELO DE CANDIA;1058;SAO MATEUS;(11)20172706;3958000.0;SP;São Paulo;2016;5;-23.59926;-46.4833322;R. Ângelo de Cândia, 1058 - Cidade São Mateus, São Paulo - SP, 03958-000, Brazil
12;3528;6971;2787334;-23.512.909.412.383.300;-46.462.318.897.246;UBS J DAS CAMELIAS;RUA TREVO DE SANTA MARIA;79;SAO MIGUEL PAULISTA;(11)2051-8788;8050570.0;SP;São Paulo;2016;5;-23.508047;-46.463785;R. Trevo de Santa Maria, 79 - Jardim Pedro José Nunes, São Paulo - SP, 08235-560, Brazil
13;3577;7015;2789221;-23.530.170.000.000.000;-46.502.179.999.999.900;UBS VILA RENATO;RUA BERNARDINO FERRAZ;54;VILA RENATO;(11) 2703-0947;3978210.0;SP;São Paulo;2016;5;-23.6173747;-46.5075657;R. Bernardino Ferraz, 54 - Jardim Adutora, São Paulo - SP, 03978-210, Brazil
14;3585;6948;2789086;-23.633.512.258.529;-466.123.080.253.588;AMA UBS INTEGRADA V MORAES JOAO PAULO BOTELHO VIEIRA;RUA GIOVANNI DI BALDUCCIO;250;VILA MORAES;(11)50580891;4170000.0;SP;São Paulo;2016;5;-23.6335566;-46.6125815;Rua Giovanni di Balduccio, 250 - Vila Moraes, São Paulo - SP, 04170-000, Brazil
15;4677;8694;2042991;-236.520.302.295.678;-46.638.271.808.622.800;AMA UBS INTEGRADA DR GERALDO DA SILVA FERREIRA;AV ENG ARMANDO DE ARRUDA PERREIRA;2944;VILA DO ENCONTRO;(11) 55882366;4308001.0;SP;São Paulo;2016;5;-23.6524292;-46.6379878;Av. Eng. Armando de Arruda Pereira, 2944 - Americanópolis, São Paulo - SP, 04308-001, Brazil
16;5420;9368;2091739;-23.431.252.241.134;-467.874.240.875.231;UBS MORADA DO SOL;RUA ASSIS BRASIL;31;SOL NASCENTE;1139414364;5281120.0;SP;São Paulo;2016;5;-23.4316755;-46.7817222;R. Assis Brasil, 35 - Morada do Sol, São Paulo - SP, 05281-160, Brazil
17;5488;9274;2789256;-23.598.042.726.516;-46.734.745.502.470.500;AMA UBS INTEGRADA VILA SONIA;RUA ABRAO CALIL REZEK;91;VILA SONIA;(11) 37429844;5625050.0;SP;São Paulo;2016;5;-23.5980545;-46.7346655;Rua Abrão Calil Rezek, 91 - Vila Sonia, São Paulo - SP, 05625-050, Brazil
18;5719;9876;2752247;-235.022.482.603.141;-4.649.395.018.815.980;AMA UBS INTEGRADA HUMBERTO CERRUTI;AVN OLAVO EGIDIO DE SOUZA ARANHA;704;VILA CISPER;(11)29439991;3822000.0;SP;São Paulo;2016;5;-23.5022036;-46.4938828;Av. Olavo Egídio de Souza Aranha, 704 - Parque Cisper, São Paulo - SP, 03822-000, Brazil
19;6357;11000;2068044;-23.462.301.492.690.300;-46.629.559.993.742.500;UBS HORTO FLORESTAL;RUA LUIS CARLOS GENTILE DE LAET;603;HORTO FLORESTAL;(11)2994-5688;2377000.0;SP;São Paulo;2016;5;-23.4623178;-46.6296539;Av. Luís Carlos Gentile de Laet, 603 - Horto Florestal, São Paulo - SP, Brazil
20;7014;11619;2752239;-23.548.000.000.000.000;-46.636;AMA UBS INTEGRADA J INDEPENDENCIA HERMENEGILDO MORBIM JUNIOR;RUA PLANALTO DE CONQUISTA;80;JD INDEPENDENCIA;(11) 2211-2772;3223170.0;SP;São Paulo;2016;5;-23.5885892;-46.5602034;R. Planalto de Conquista, 80 - Vila Independencia, São Paulo - SP, Brazil
21;7286;12229;2752220;-235.004.532.337.182;-465.168.642.997.728;UBS ENG GOULART JOSE PIRES;RUA AUGUSTO CORREA LEITE;538;ENGENHEIRO GOULART;(11)26217402;3726100.0;SP;São Paulo;2016;5;-23.5001716;-46.51682659999999;Rua Augusto Correa Leite, 538 - Eng. Goulart, São Paulo - SP, 03726-100, Brazil
22;7692;12730;2027070;-235.452.172.109.652;-464.858.834.445.477;AMA UBS INTEGRADA PADRE MANOEL DA NOBREGA;AV PEDRO FRANCISCO DE TOLEDO;545;ARTUR ALVIM;(11)27417296;3590120.0;SP;São Paulo;2016;5;-23.545006;-46.486847;Av. Padre Francisco de Tolêdo, 545 - Artur Alvim, São Paulo - SP, 03590-120, Brazil
23;7857;13179;2026988;-23.548.000.000.000.000;-46.636;AMA UBS INTEGRADA VILA CALIFORNIA ZEILIVAL BRUSCAGIN;PRACA CONDE DE JANUARIO;91;VILA CALIFORNIA;(11) 2917-1117;3215080.0;SP;São Paulo;2016;5;-23.6050911;-46.5550486;Praça Conde de São Januário, 91 - Vila California, São Paulo - SP, 03215-080, Brazil
24;7864;13113;2787210;-2.367.875;-466.467;UBS JD BOA VISTA;RUA CANDIDO FONTOURA;620;JARDIM BOA VISTA;(11)37828380;5583070.0;SP;São Paulo;2016;5;-23.58477;-46.7909549;R. Cândido Fontoura, 620 - Jardim Boa Vista (Zona Oeste), São Paulo - SP, 05583-070, Brazil
25;8118;13252;2787148;-23.473.979.999.999.900;-46.667.229.999.999.900;UBS DR ILZA WELTMAN HUTZLER;RUA CEL WALFRIDO DE CARVALHO;S/N;VNC;39813127;2472190.0;SP;São Paulo;2016;5;-23.4769436;-46.6590911;Rua Coronel Walfrido de Carvalho - Vila Roque, São Paulo - SP, 02472-180, Brazil
26;8180;13344;2788691;-235.734.200.477.593;-465.159.201.621.996;AMA UBS INTEGRADA V ANTONIETA;RUA CORONEL JOAO OLIVEIRA MELO;440;VILA ANTONIETA;(11)67249034;3474020.0;SP;São Paulo;2016;5;-23.5733437;-46.5158397;R. Cel. João de Oliveira Melo, 440 - Vila Antonieta, São Paulo - SP, 03474-020, Brazil
27;8311;13260;2789019;-23.567.386.499.999.900;-4.657.038.318.211.270;UBS V JAGUARA;RUA PAUVA;721;VILA JAGUARA;(11)36251775;5116001.0;SP;São Paulo;2016;5;-23.514091;-46.7465736;Rua Paúva, 721 - Jaguará, São Paulo - SP, 05116-001, Brazil
28;8451;13862;2787784;-2.358.313;-4.675.183;AMA UBS INTEGRADA JARDIM SAO JORGE DR PAULO EDUARDO ELIAS;AV ANGELO APARECIDO DOS SANTOS DIAS;331;JARDIM SAO JORGE;11 3781 3817;5568090.0;SP;São Paulo;2016;5;-23.5926537;-46.78364029999999;R. Ângelo Aparecido dos Santos Dias, 331 - Jardim Sao Jorge, São Paulo - SP, 05568-090, Brazil
29;9206;15149;2788322;-2.364.241;-4.676.743;AMA UBS INTEGRADA PQ FERNANDA;RUA ERNESTO SOARES FILHO;301;PARQUE FERNANDA;(11)58211632;5888070.0;SP;São Paulo;2016;5;-23.6759423;-46.7921297;R. Ernesto Soares Filho, 301 - Parque Fernanda, São Paulo - SP, 05888-070, Brazil
30;9297;15095;2788217;-23.492.539.999.999.900;-4.669.125;AMA UBS INTEGRADA PAULO VI;AV VATICANO;69;JD JOAO XXIII;11 3782-0838;5569120.0;SP;São Paulo;2016;5;-23.600726;-46.795369;R. Vaticano, 69 - Jardim Joao XXIII, São Paulo - SP, 05569-120, Brazil
31;9559;15597;2752328;-23.537.714.481.353.100;-46.492.102.146.147.200;UBS PQ ARTHUR ALVIM;RUA HENRIQUE JACOB;269;ARTHUR ALVIM;(11)27494235;3566010.0;SP;São Paulo;2016;5;-23.5377676;-46.4918694;Rua Henrique Jacobs, 269 - Vila Santa Teresa, São Paulo - SP, 03566-010, Brazil
32;10232;16159;2788012;-23.465.005.159.377.300;-46.605.033.874.510.400;UBS CONJUNTO DO IPESP;AVN VIRGILIA RODRIGUES A C PINTO;555;JD LEONOR M BARROS;(11)2203-0111;2346000.0;SP;São Paulo;2016;5;-23.4649947;-46.6048435;Av. Profa. Virgília Rodrigues Alves de Carvalho Pinto, 555 - Tucuruvi, São Paulo - SP, 02346-000, Brazil
33;10613;16742;4049799;-235.701.370.239.251;-465.344.810.485.826;UBS COMENDADOR JOSE GONZALEZ;RUA NOSSA SENHORA DAS DORES;350;VILA FORMOSA;(11)29100235;3367040.0;SP;São Paulo;2016;5;-23.5700464;-46.5346103;R. Nossa Sra. das Dores, 350 - Vila Formosa, São Paulo - SP, 03367-040, Brazil
34;10652;16741;2787253;-23.742.409.944.533.600;-4.668.687.343.597.270;AMA UBS INTEGRADA JARDIM CASTRO ALVES DRA MARIA CRISTINA F;AVENIDA JOAO PAULO BARRETO;131;JD CASTRO ALVES;(11)59712157;4842150.0;SP;São Paulo;2016;5;-23.7427019;-46.6862491;Rua João Paulo Barreto, 131 - Parque Grajau, São Paulo - SP, 04842-150, Brazil
35;11380;17805;2788233;-234.329.500.135.122;-467.870.432.138.443;AMA UBS INTEGRADA PARQUE ANHANGUERA;RUA PIERRE RENOIR;100;ANHANGUERA;(11)39166160;5269000.0;SP;São Paulo;2016;5;-23.4312857;-46.7876481;Av. Pierre Renoir, 100 - Jardim Britania, São Paulo - SP, 02675-031, Brazil
36;11814;18346;2787326;-235.759.843.085.706;-467.754.989.862.442;UBS JD D ABRIL;RUA PAULO MARANHAO;444;JARDIM DABRIL;(11)37824742;5398130.0;SP;São Paulo;2016;5;-23.575964;-46.7752597;R. Paulo Maranhão, 444 - Jardim Dabril, São Paulo - SP, 05398-130, Brazil
37;11829;18562;2787938;-235.381.972.789.758;-466.890.621.185.289;UBS J VERA CRUZ PERDIZES;R SARAMENHA;60;PERDIZES;(11)36738552;1259030.0;SP;São Paulo;2016;5;-23.5384988;-46.6892039;R. Saramenha, 60 - Perdizes, São Paulo - SP, 01259-030, Brazil
38;16619;28042;5731143;-236.731.603.357.938;-46.649.333.238.601.700;AMA UBS INTEGRADA V IMPERIO;RUA CATARINA GABRIELLI;236;AMERICANOPOLIS;(11) 5621-3891;4408090.0;SP;São Paulo;2016;5;-23.6730621;-46.6493596;Rua Catarina Gabrielli, 236 - Cidade Ademar, São Paulo - SP, 04408-090, Brazil
39;16624;28123;2030969;-236.648.297.309.869;-46.644.151.210.783.600;AMA UBS INTEGRADA AMERICANOPOLIS;RUA CIDADE DE SANTOS;46;AMERICANOPOLIS;(11)55621476;4336050.0;SP;São Paulo;2016;5;-23.664036;-46.64544249999999;R. Cidade de Santos, 46 - Americanópolis, São Paulo - SP, 04336-050, Brazil
40;16626;28085;2787091;-23.718.410.000.000.000;-4.667.242;UBS JARDIM DOS EUCALIPTOS HELIO MOREIRA SALLES;RUA POEMA DAS AMERICAS;12;JD DOS EUCALIPTOS;(11) 2701-7933;3924240.0;SP;São Paulo;2016;5;-23.6010052;-46.508021;R. Poema das Américas, 12 - Jardim dos Eucaliptos, São Paulo - SP, 03924-240, Brazil
41;16632;28130;2042932;-235.918.092.727.654;-465.165.209.770.189;AMA UBS INTEGRADA JARDIM GRIMALDI;RUA PEDRO DE CASTRO VELHO;523;VILA BANCARIA;(11) 2216-8076;3921000.0;SP;São Paulo;2016;5;-23.5920172;-46.5163348;R. Pedro de Castro Velho, 523 - Vila Bancaria, São Paulo - SP, 03921-000, Brazil
42;16636;28067;2789094;-235.339.500.394.843;-464.427.441.358.566;UBS V NOSSA SENHORA APARECIDA;RUA PAULINO SERQUEIRA;1;ITAQUERA;(11)20797871;8215160.0;SP;São Paulo;2016;5;-23.534011;-46.442704;R. Paulino Serqueira, 1 - Itaquera, São Paulo - SP, 08215-160, Brazil
43;16637;28110;4050401;-23.567.386.499.999.900;-4.657.038.318.211.270;UBS REUNIDAS I;RUA SAO JOSE DAS ESPINHARAS;400;VILA INDUSTRIAL;(11) 2702-5904;3249030.0;SP;São Paulo;2016;5;-23.6038842;-46.5325661;R. São José das Espinharas, 400 - Vila Ivg, São Paulo - SP, 03249-030, Brazil
44;16638;28131;2786966;-2.374.786;-4.678.478;AMA UBS INTEGRADA CUPECE DR WALDOMIRO PREGNOLATTO;AV SANTA CATARINA;1523;VILA SANTA CATARINA;(11)55643079;4378300.0;SP;São Paulo;2016;5;-23.6483225;-46.66217169999999;Av. Santa Catarina, 1523 - Vila Mascote, São Paulo - SP, 04368-006, Brazil
45;16653;28088;4049896;-23.567.386.499.999.900;-4.657.038.318.211.270;UBS ALCINA PIMENTEL PIZA;ESTRADA ITAQUAQUECETUBA;8855;ILHA DO BORORE;(11)59742289;4846010.0;SP;São Paulo;2016;5;-23.4849662;-46.3494733;Itaquaquecetuba - State of São Paulo, Brazil
46;16659;28060;2026961;-235.896.742.343.896;-465.348.029.136.644;UBS VILA HELOISA;RUA AYRES QUARESMA;11;VILA HELOISA;(11) 2302-2347;3286095.0;SP;São Paulo;2016;5;-23.5896451;-46.5348143;R. Aíres Quaresma, 1 - Vila Cleonice, São Paulo - SP, 03286-095, Brazil
47;16671;28109;2788314;-23.596.239.999.999.900;-4.674.308;UBS PQ ENGENHO II;AVENIDA DON RODRIGO SANCHES;700;PARQUE DO ENGENHO;(11)58212274;5892360.0;SP;São Paulo;2016;5;-23.6611996;-46.7862551;Av. Dom Rodrigo Sanches, 700 - Jardim Irapiranga, São Paulo - SP, 05892-360, Brazil
48;16676;28070;4050142;-23.540.804.386.138.200;-464.393.377.304.064;AMA UBS INTEGRADA JOSE BONIFACIO III DRA LUCY MAYUMI UDAKIRI;RUA SILVIO BARBINI;40;JOSE BONIFACIO;(11)29446086;8250650.0;SP;São Paulo;2016;5;-23.5406005;-46.4393013;R. Silvio Barbini, 40 - Conj. Res. Jose Bonifacio, São Paulo - SP, Brazil
49;16680;28132;2047004;-23.567.386.499.999.900;-4.657.038.318.211.270;UBS AURELIO MELLONE JD S SAVERIO;RUA ATILIO SELVA;10;JARDIM CELESTE;(11)2331-2131;4195060.0;SP;São Paulo;2016;5;-23.6573493;-46.6142714;Praça dos Palmares, 10 - Jardim Celeste, São Paulo - SP, 04195-020, Brazil
50;16683;28082;2788284;-236.492.729.187.005;-46.610.269.546.507.300;AMA UBS INTEGRADA PQ BRISTOL;RUA FRANCOIS BUNEL;194;PARQUE BRISTOL;(11)23313089;4193310.0;SP;São Paulo;2016;5;-23.6492784;-46.610417;R. François Bunel, 194 - Jardim Sao Saverio, São Paulo - SP, 04094-160, Brazil
51;16685;28089;2789116;-23.556.829.999.999.900;-4.673.189;AMA UBS INTEGRADA VILA NOVA JAGUARE;RUA SATALIEL DE CAMPOS;222;JAGUARE;(11)37681527;5333010.0;SP;São Paulo;2016;5;-23.543776;-46.7448089;R. Salatiel de Campos, 222 - Jaguare, São Paulo - SP, 05333-010, Brazil
52;16694;28050;4050037;-23.548.000.000.000.000;-46.636;UBS JARDIM COLORADO DR JOSE PIRES;JOSE DE ARAUJO VIEIRA R;61;JD RODOLFO PIRANI;(11)2751-6474;8310240.0;SP;São Paulo;2016;5;-23.6265135;-46.4637164;R. José de Araújo Viêira, 61 - São Rafael, São Paulo - SP, 08310-240, Brazil
53;16695;28071;2788179;-235.272.860.527.032;-464.358.615.875.231;AMA UBS INTEGRADA PARADA XV DE NOVEMBRO;RUA IBIAJARA;804;XV DE NOVEMBRO;(11)22860017;8246101.0;SP;São Paulo;2016;5;-23.5273652;-46.4356029;R. Ibiajara, 804 - Itaquera, São Paulo - SP, 08246-101, Brazil
54;16696;28064;2788594;-234.867.739.677.422;-4.665.543.794.631.820;AMA UBS INTEGRADA MASSAGISTA MARIO AMERICO;RUA OSCAR DE MOURA LACERDA;231;SITIO DO MANDAQUI;22391561 / 22392222;2541070.0;SP;São Paulo;2016;5;-23.4867172;-46.6553196;Rua Oscar de Moura Lacerda, 231 - Jardim Rossin, São Paulo - SP, 02541-070, Brazil
55;16702;28101;2788888;-23.523.359.298.705.300;-465.262.198.448.168;UBS V ESPERANCA EMILIO SANTIAGO DE OLIVEIRA;RUA COREMU;163;VILA ESPERANCA;(11)29587502;3647030.0;SP;São Paulo;2016;5;-23.5234676;-46.5263225;R. Coremu, 163 - Vila Esperanca, São Paulo - SP, 03647-030, Brazil
56;16708;28127;2787857;-235.932.040.214.532;-46.511.178.016.661.200;UBS JARDIM SINHA;RUA JIM CLARK;10;JARDIM SINHA;(11) 2722-6823;3923165.0;SP;São Paulo;2016;5;-23.59393;-46.5117681;R. Jim Clark, 10 - Parque dos Bancarios, São Paulo - SP, 03923-165, Brazil
57;16715;28102;2787563;-23.567.386.499.999.900;-4.657.038.318.211.270;UBS J LIDIA;RUA GUTEMBERG JOSE FERREIRA;500;JARDIM LIDIA;(11)55114428;5860070.0;SP;São Paulo;2016;5;-23.6656281;-46.7629059;R. Gutemberg José Ferreira - Jardim Lidia, São Paulo - SP, Brazil
58;16716;28073;4049926;-235.524.022.579.186;-46.487.360.000.608.900;UBS PADRE JOSE DE ANCHIETA;RUA SILVIO TORRES;313;ARTHUR ALVIM;(11)27421367;3589010.0;SP;São Paulo;2016;5;-23.5524381;-46.4875654;Av. Sylvio Torres, 313 - Artur Alvim, São Paulo - SP, 03589-010, Brazil
59;16718;28129;2787830;-236.206.376.552.575;-465.887.475.013.719;UBS J SECKLER;RUA CARLOS MAURO;114;SAO JOAO CLIMACO;(11) 29468532;4240150.0;SP;São Paulo;2016;5;-23.6192424;-46.586948;R. Carlos Mauro, 114 - São João Climaco, São Paulo - SP, 04240-150, Brazil
60;16722;28046;2787776;-23.497.168.300.000.000;-465.301.028;UBS J SAO FRANCISCO;RUA JURITI PIRANGA;195;CANGAIBA;(11)29572808;3718020.0;SP;São Paulo;2016;5;-23.4975132;-46.530339;R. Juriti Piranga, 195 - Jardim Sao Francisco (Zona Leste), São Paulo - SP, 03718-020, Brazil
61;16723;28066;6048633;-23.567.386.499.999.900;-4.657.038.318.211.270;UBS BORACEA;RUA BORACEA;270;SANTA CECILIA;(11) 33921281;1135010.0;SP;São Paulo;2016;5;-23.5254174;-46.6515862;R. Boracéia, 270 - Barra Funda, São Paulo - SP, 01135-010, Brazil
62;16738;28112;2029618;-2.351.923;-4.664.781;UBS BOM RETIRO OCTAVIO AUGUSTO RODOVALHO;R TENENTE PENA;8;BOM RETIRO;(11)32220619;1127020.0;SP;São Paulo;2016;5;-23.526245;-46.64185699999999;R. Ten. Pena, 8 - Bom Retiro, São Paulo - SP, 01127-020, Brazil
63;16744;28069;2786834;-2.356.195;-4.662.579;UBS CAMBUCI;AV LACERDA FRANCO;791;CAMBUCI;(11)32093304;1536000.0;SP;São Paulo;2016;5;-23.5696198;-46.6235888;Av. Lacerda Franco, 791 - Cambuci, São Paulo - SP, 01536-000, Brazil
64;16745;28116;6377742;-23.567.386.499.999.900;-4.657.038.318.211.270;UBS VILA CAIUBA;RUA PRESIDENTE VARGAS;540;PERUS;1138952063;5207000.0;SP;São Paulo;2016;5;-23.3999249;-46.7510521;R. Pres. Vargas, 540 - Vila Caiuba, São Paulo - SP, 02675-031, Brazil
65;16774;28049;2027674;-2.347.746;-4.659.025;UBS V NIVI;PCA CAMPINOPOLIS;125;VILA NIVI;(11)2201-7219;2252160.0;SP;São Paulo;2016;5;-23.4777755;-46.5879396;Praça Campinópolis, 125 - Vila Nivi, São Paulo - SP, 02252-160, Brazil
66;16783;28041;2787040;-2.361.657;-4.648.545;UBS FAZENDA DA JUTA I;TRAVESSA LEV LANDAU;23;FAZENDA DA JUTA;(11) 2015-9509;3977740.0;SP;São Paulo;2016;5;-23.6236005;-46.4931968;Tv. Lev Landau, 23 - Fazenda da Juta, São Paulo - SP, Brazil
67;16789;28094;2787113;-2.356.152;-46.656.009.999.999.900;UBS HUMAITA;RUA HUMAITA;520;BELA VISTA;(11)32411632;1321010.0;SP;São Paulo;2016;5;-23.5569779;-46.6419089;R. Humaitá, 520 - Bela Vista, São Paulo - SP, 01321-010, Brazil
68;16793;28099;2788381;-236.327;-467.351;UBS PARQUE REGINA;RUA MELO COUTINHO;260;PARQUE REGINA;(11) 58165562;5775230.0;SP;São Paulo;2016;5;-23.6346951;-46.7557907;R. Melo Coutinho, 260 - Parque Regina, São Paulo - SP, 05775-230, Brazil
69;16796;28048;2752352;-23.552.760.905.788.600;-465.247.365.832.329;AMA UBS INTEGRADA V CARRAO DR ADHEMAR MONTEIRO PACHECO;RUA DR JACY BARBOSA;280;VILA CARRAO;(11)27854728;3447000.0;SP;São Paulo;2016;5;-23.553051;-46.524581;R. Dr. Jaci Barbosa, 280 - Vila Carrao, São Paulo - SP, 03447-000, Brazil
70;16801;28117;2788195;-23.567.386.499.999.900;-4.657.038.318.211.270;AMA UBS INTEGRADA PARI;RUA DAS OLARIAS;503;CANINDE;(11)2298371;3030020.0;SP;São Paulo;2016;5;-23.5259994;-46.62105469999999;R. das Olarias, 503 - Luz, São Paulo - SP, 03030-020, Brazil
71;16815;28103;2787903;-2.380.676;-4.668.765;UBS J TRES CORACOES;RUA GEN JOSE DE OLIVEIRA RAMOS;275;JARDIM TRES CORACOES;(11)59315969;4855330.0;SP;São Paulo;2016;5;-23.7696124;-46.6846632;R. Gen. José de Oliveira Ramos, 275 - Jardim Três Corações, São Paulo - SP, 04855-330, Brazil
72;16816;28058;2787741;-23.548.000.000.000.000;-46.636;UBS JD ROSELI;SIMAO NUNES RUA;31;JARDIM ROSELI;(11)27315143;8380039.0;SP;São Paulo;2016;5;-23.5967123;-46.4400751;R. Simão Nunes, 31 - Iguatemi, São Paulo - SP, 08380-039, Brazil
73;16839;28061;4050150;-23.829.860.687.255.200;-467.269.778.251.634;UBS PARELHEIROS;RUA JUVENAL LUZ;S/N;JARDIM NOVO PARELHEI;5921-4946/5921-6780;4890430.0;SP;São Paulo;2016;5;-23.8294076;-46.7271197;R. Juvenal Luz - Jardim Novo Parelheiros, São Paulo - SP, Brazil
74;16841;28072;2788373;-234.974.169.731.133;-466.550.517.082.201;UBS PARQUE PERUCHE;RUA JOSE RANGEL CAMARGO;500;CV;38588303;2538010.0;SP;São Paulo;2016;5;-23.4977009;-46.6549657;Rua José Rangel de Camargo, 500 - Parque Peruche, São Paulo - SP, 02538-010, Brazil
75;16852;28111;2787482;-23.548.000.000.000.000;-46.636;UBS JD IV CENTENARIO;CAMPO FLORIDO RUA;482;JD IV CENTENARIO;(11)27214249;3940000.0;SP;São Paulo;2016;5;-23.5900703;-46.4999829;R. Campo Flórido, 482 - Jardim Sao Gabriel, São Paulo - SP, 03940-000, Brazil
76;16864;28142;2045451;-23.548.000.000.000.000;-46.636;UBS VILA ALPINA DR HERMINIO MOREIRA;RUA PARAMU;398;VILA ALPINA;(11) 2912-8958;3147100.0;SP;São Paulo;2016;5;-23.5964669;-46.5675552;R. Paramu, 398 - Vila Alpina, São Paulo - SP, 03147-100, Brazil
77;16870;28107;2787822;-236.131.489;-46.495.808.700.000.000;UBS JARDIM SAPOPEMBA;RUA JOAO LOPES DE LIMA;1151;JARDIM SAPOPEMBA;(11) 2019-6305;3976020.0;SP;São Paulo;2016;5;-23.6114911;-46.49400929999999;R. João Lopes de Lima, 1151 - Jardim Sapopemba, São Paulo - SP, 03976-020, Brazil
78;16871;28044;2789000;-235.026.204.586.022;-464.496.159.553.514;UBS VILA JACUI;RUA EDIPO FELICIANO;165;VILA JACUI;(11)2297-8709;8060220.0;SP;São Paulo;2016;5;-23.5025625;-46.4500403;R. Édipo Felíciano, 165 - Vila Jacui, São Paulo - SP, 08060-220, Brazil
79;16875;28124;2787490;-2.358.492;-4.650.128;UBS J IVA;RUA MIGUEL BASTOS SOARES;365;JARDIM IVA;(11)2710884;3910000.0;SP;São Paulo;2016;5;-23.584112;-46.5165252;R. Miguel Bastos Soares, 365 - Aricanduva, São Paulo - SP, 03910-000, Brazil
80;16900;28047;2042827;-23.530.204.296.111.300;-46.479.849.815.367.200;AMA UBS INTEGRADA JARDIM NORDESTE;RUA NICOLO TARTAGLIA;45;JARDIM COIMBRA;(11)22806211;3693050.0;SP;São Paulo;2016;5;-23.5301733;-46.4799501;R. Nicoló Tartáglia, 45 - Artur Alvim, São Paulo - SP, Brazil
