;index;gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det;lat_corrigida;long_corrigida;endereco_google
162;30966;42778;2751828;-23.673.992.156.981.600;-466.594.290.733.324;AMA UBS INTEGRADA V JOANIZA;RUA LUIS VIVES;85;VILA JOANIZA;(11) 5622-0844;4404150.0;SP;São Paulo;2016;5;-23.6741311;-46.65957230000001;R. Luís Vives, 85 - Vila Joaniza, São Paulo - SP, 04404-150, Brazil
163;30974;42784;2752255;-23.538.969.755.172;-464.559.888.839.708;UBS ITAQUERA;RUA AMERICO SALVADOR NOVELLI;265;ITAQUERA;(11)22860015;8210090.0;SP;São Paulo;2016;5;-23.5394751;-46.455195;Rua Américo Salvador Novelli, 265 - Itaquera, São Paulo - SP, 08210-090, Brazil
164;31016;42787;2752301;-23.587.346.076.964.600;-466.855.430.603.014;UBS JOSE DE BARROS MAGALDI;RUA SALVADOR CARDOSO;177;ITAIM BIBI;(11)31686571;4533050.0;SP;São Paulo;2016;5;-23.5874308;-46.6852683;R. Salvador Cardoso, 177 - Itaim Bibi, São Paulo - SP, 04533-050, Brazil
165;31032;42781;2752190;-23.523.284.196.852.900;-464.907.073.974.596;UBS BURGO PAULISTA;RUA JOSE SILVA ALCANTARA FILHO;1031;BURGO PAULISTA;(11)2280.0080;3680000.0;SP;São Paulo;2016;5;-23.5231609;-46.4904707;R. José Silva Alcântara Filho, 1031 - Burgo Paulista, São Paulo - SP, 03680-000, Brazil
166;31058;42779;2752174;-23.533.182;-465.945.435;UBS BELENZINHO MARCUS WOLOSKER;AVENIDA CELSO GARCIA;1749;BELENZINHO;(11)22925687;3015000.0;SP;São Paulo;2016;5;-23.5374907;-46.595441;Av. Celso Garcia, 1749 - Belenzinho, São Paulo - SP, 03015-000, Brazil
167;31087;42785;2752263;-236.007.031;-465.411.364;UBS JARDIM GUAIRACA;RUA ERVA IMPERIAL;501;JARDIM GUAIRACA;(11 ) 2301-1339;3244030.0;SP;São Paulo;2016;5;-23.5998592;-46.5399968;R. Erva Imperial, 501 - Jardim Guairaca, São Paulo - SP, 03243-040, Brazil
168;31089;42789;2752360;-235.459.756.851.189;-465.320.777.893.053;UBS V NOVA MANCHESTER DR ARLINDO GENNARI;PRACA HAROLDO DALTRO;461;VILA NOVA MANCHESTER;(11)22954163;3444090.0;SP;São Paulo;2016;5;-23.546588;-46.5319789;Praça Haroldo Daltro, 461 - Vila Nova Manchester, São Paulo - SP, 03444-090, Brazil
169;31102;42782;2752204;-23.505.817.651.748;-465.204.477.310.167;AMA UBS INTEGRADA CANGAIBA DOUTOR CARLOS GENTILE DE MELLO;AV CANGAIBA;3722;CANGAIBA;(11)26216523;3712000.0;SP;São Paulo;2016;5;-23.5053517;-46.5209756;Av. Cangaíba, 3722 - Cangaiba, São Paulo - SP, 03711-009, Brazil
170;31124;43146;2789183;-23.567.386.499.999.900;-4.657.038.318.211.270;UBS VILA PIRITUBA;RUA RIBEIRAO VERMELHO;501;VILA PIRITUBA;(11)39042509;5170000.0;SP;São Paulo;2016;5;-23.4823015;-46.7470085;Rua Ribeirão Vermelho, 501 - Vila Boacava, São Paulo - SP, 02675-031, Brazil
171;31125;43087;2788063;-235.554;-4.669.058;UBS MANUEL JOAQUIM PERA;RUA PURPURINA;280;VILA MADALENA;(11)30329891;5435030.0;SP;São Paulo;2016;5;-23.5537496;-46.6910563;R. Purpurina, 280 - Vila Madalena, São Paulo - SP, 05435-030, Brazil
172;31126;43120;2788764;-23.587.303.161.620.300;-467.700.433.731.066;UBS V BORGES;RUA JACINTO DE MORAIS;22;JARDIM CLAUDIA;(11)37824739;5546040.0;SP;São Paulo;2016;5;-23.5872032;-46.770333;R. Jacinto de Morais, 22 - Raposo Tavares, São Paulo - SP, 05546-040, Brazil
173;31127;43046;2787393;-2.365.669;-4.675.695;UBS J GERMANIA;R JOAO FUGULIM;338;JD NOVA GERMANIA;(11)55111761;5849340.0;SP;São Paulo;2016;5;-23.654064;-46.7574687;R. João Fugulin, 338 - Jardim Germania, São Paulo - SP, 05849-340, Brazil
174;31129;43011;2786818;-23.567.386.499.999.900;-4.657.038.318.211.270;UBS BRASILANDIA;RUA PARAPUA;1646;BRASILANDIA;(11)39218713;2831001.0;SP;São Paulo;2016;5;-23.4708759;-46.69199940000001;R. Parapuã, 1646 - Brasilândia, São Paulo - SP, 02831-001, Brazil
175;31130;43007;2786737;-2.370.185;-467.675;UBS ALTO DA RIVIERA;AV PROF MARIO MAZAGAO;194;ALTO DA RIVIERA;(11) 58339952;4929080.0;SP;São Paulo;2016;5;-23.6980537;-46.7603938;Av. Professor Mario Mazagão, 194 - Jardim Angela, São Paulo - SP, 04929-080, Brazil
176;31132;43102;2788519;-2.357.835;-4.660.536;UBS SACOMA;ESTRADA DAS LAGRIMAS;1403;SACOMA;(11)22733537;4232000.0;SP;São Paulo;2016;5;-23.6136235;-46.5937525;Estr. das Lágrimas, 1403 - Ipiranga, São Paulo - SP, 04244-000, Brazil
177;31133;43153;2789302;-23.683.025.836.943.800;-467.116.141.319.261;UBS VELEIROS;AVENIDA CLARA MANTELLI;185;VELEIROS;(11)56815520;4771180.0;SP;São Paulo;2016;5;-23.6830009;-46.7115453;Av. Clara Mantelli, 185 - Jardim dos Lagos, São Paulo - SP, 04771-180, Brazil
178;31134;43021;2786958;-23.567.386.499.999.900;-4.657.038.318.211.270;UBS COSTA MELO;RUA LUIS ASSON;165;V MONTEVIDEO;(11)2958.2981;3624010.0;SP;São Paulo;2016;5;-23.512776;-46.5138867;R. Luís Asson, 165 - Vila Buenos Aires, São Paulo - SP, 03620-001, Brazil
179;31138;43031;2787083;-23.548.000.000.000.000;-46.636;UBS GUAIANAZES;RUA PROFESSOR COSME DEODATO TADEU;90;GUAIANASES;(11)25578177;8450380.0;SP;São Paulo;2016;5;-23.5435581;-46.4094614;R. Prof. Cosme Deodato Tadeu, 90 - Guaianases, São Paulo - SP, 08450-380, Brazil
180;31141;43125;2788829;-236.297.035.217.278;-466.047.549.247.728;UBS V DAS MERCES;RUA NOSSA SENHORA DAS MERCES;1315;VILA DAS MERCES;(11)29461443;4165001.0;SP;São Paulo;2016;5;-23.6295965;-46.6049193;R. Nossa Sra. das Mercês, 1315 - Vila das Merces, São Paulo - SP, 04165-001, Brazil
181;31142;43145;2789175;-234.939;-4.650.373;AMA UBS INTEGRADA VILA PIAUI;PCA CAMILO CASTELO BRANCO;10;VILA PIAUI;(11)36219840;5109270.0;SP;São Paulo;2016;5;-23.5024688;-46.7611498;Praça Camilo Castelo Branco, 10 - Vila Piaui, São Paulo - SP, 05109-270, Brazil
182;31146;43113;2788667;-2.343.299;-46.719.840.000.000.000;UBS UNIAO DAS VILAS DE TAIPAS;AV ELISIO TEIXEIRA LEITE;7703;PARADA DE TAIPAS;(11)39721355;2810000.0;SP;São Paulo;2016;5;-23.4356435;-46.7180836;Av. Elísio Teixeira Leite, 7703 - Parada De Taipas, São Paulo - SP, 02810-000, Brazil
183;31147;43135;2789027;-23.567.386.499.999.900;-4.657.038.318.211.270;UBS VILA MAGGI;RUA CONDE MONTERONE;40;PIRITUBA;(11)39721435;2982190.0;SP;São Paulo;2016;5;-23.455533;-46.71653509999999;Rua Conde Monterone, 40 - Jardim Sydney, São Paulo - SP, 02982-190, Brazil
184;31155;43154;2789310;-23.567.386.499.999.900;-4.657.038.318.211.270;UBS V COSMOPOLITA;RUA ALDEIA MARIA;258;GUAIANASES;(11)25558583;8021070.0;SP;São Paulo;2016;5;-23.5605659;-46.4233678;R. Aldeia Maria, 258 - Vila Cosmopolita, São Paulo - SP, 08421-070, Brazil
185;31158;43137;2789043;-23.536.459.207.534.100;-465.276.789.665.209;UBS VILA MATILDE DR RUBENS DO VAL;RUA MARCONDES DE BRITO;1304;VILA MATILDE;(11)26534391;3512030.0;SP;São Paulo;2016;5;-23.5367136;-46.527624;Av. Marcondes de Brito, 1304 - Chácara Seis de Outubro, São Paulo - SP, 03509-000, Brazil
186;31161;43008;2786753;-2.349.485;-4.646.803;UBS ANTONIO P F VILLALOBO;RUA COELHO DE CASTRO;95;VILA NHOCUNE;(11)27493521;3560030.0;SP;São Paulo;2016;5;-23.546647;-46.5003237;R. Coelho de Castro, 95 - Vila Nhocune, São Paulo - SP, 03560-030, Brazil
187;31165;43059;2787660;-23.548.000.000.000.000;-46.636;UBS JARDIM PANAMERICANO;RUA BARRA DA FORQUILHA;38;JARDIM PANAMERICANO;(11) 39411362;2993000.0;SP;São Paulo;2016;5;-23.4526601;-46.7309598;R. Barra da Forquilha, 99 - Jardim Vivan, São Paulo - SP, 02993-000, Brazil
188;31168;43022;2786974;-2.358.308;-46.406.079.999.999.900;UBS DOM ANGELICO;EST MANOEL DE OLIVEIRA RAMOS;1;CIDADE TIRADENTES;(11)25553894;8473000.0;SP;São Paulo;2016;5;-23.5767171;-46.4115563;Estr. Manuel de Oliveira Ramos, 1 - Conj. Hab. Sitio Conceicao, São Paulo - SP, Brazil
189;31173;43064;2787806;-2.358.313;-4.675.183;UBS J SAO NICOLAU;RUA BROOK TAYLOR;30;JD NORDESTE;(11)22807508;3690000.0;SP;São Paulo;2016;5;-23.5295429;-46.4761927;R. Brook Taylor, 30 - Jardim Nordeste, São Paulo - SP, 03690-000, Brazil
190;31174;43060;2787687;-235.095.191.001.885;-46.497.251.987.455.900;UBS J PENHA;AV SAO MIGUEL;3721;PONTE RASA;(11)2546.5867;3871000.0;SP;São Paulo;2016;5;-23.5095558;-46.4970669;Av. São Miguel, 3721 - Jardim Penha, São Paulo - SP, 03871-000, Brazil
191;31176;43126;2788934;-2.370.352;-46.636.590.000.000.000;UBS VILA GUACURI CICERO SERGIO CAVALCANTE;RUA VALENTINO FIORAVANTE;416;JARDIM RUBILENE;(11)56740921;4475380.0;SP;São Paulo;2016;5;-23.7029949;-46.6358951;Rua Valentino Fioravanti, 416 - Jardim Rubilene, São Paulo - SP, 04475-440, Brazil
192;31177;43117;2788713;-236.337.053.775.781;-465.890.479.087.816;UBS V ARAPUA;RUA COLOMBO FLORENCE;235;VILA ARAPUA;(11)29466660;4257045.0;SP;São Paulo;2016;5;-23.633648;-46.589042;Rua Colombo Florence, 235 - Parque Fongaro, São Paulo - SP, 04257-045, Brazil
193;31182;43123;2788802;-2.350.241;-46.422.109.999.999.900;UBS V CURUCA;RUA PEDRO MEIRA;1;VILA CURUCA;2035-4311/2513-2255;8030500.0;SP;São Paulo;2016;5;-23.5023707;-46.42256649999999;Rua Pedro Meira, 1 - Vila Curuçá Velha, São Paulo - SP, 08030-450, Brazil
194;31183;43134;2788993;-234.931.898.117.059;-4.660.080.671.310.280;UBS VILA IZOLINA MAZZEI;R ORLANDO RIBEIRO DANTAS;154;VILA IZOLINA MAZZEI;(11)62016586;2083010.0;SP;São Paulo;2016;5;-23.4935869;-46.6006538;R. Orlando Ribeiro Dantas, 154 - Vila Isolina Mazzei, São Paulo - SP, 02083-010, Brazil
195;31185;43050;2787458;-2.354.541;-4.668.676;UBS J HERCULANO;RUA IGNACIO LIMAS;11;J HERCULANO;(11)58326643;4920050.0;SP;São Paulo;2016;5;-23.6923739;-46.7574551;Rua Ignácio Limas, 11 - Jardim Angela, São Paulo - SP, 04920-050, Brazil
196;31187;43127;2788845;-23.548.000.000.000.000;-46.636;UBS VILA EDE;R PADRE MARCOS SIMONI;390;VILA EDE;(11)2024596;2203010.0;SP;São Paulo;2016;5;-23.4906455;-46.5914837;R. Padre Marcos Simoni, 390 - Vila Ede, São Paulo - SP, 02208-000, Brazil
197;31192;43133;2788985;-235.322.105.884.545;-46.700.928.211.210.700;UBS V IPOJUCA WANDA COELHO DE MORAES;RUA CATAO;1266;VILA ROMANA;(11)36761399;5049000.0;SP;São Paulo;2016;5;-23.5320078;-46.70109799999999;R. Catão, 1266 - Lapa, São Paulo - SP, 05049-000, Brazil
198;31194;43094;2788438;-23.578.957.199.999.900;-467.652.083;UBS IACAPE JD PLANALTO;RUA IACAPE;302;PQ STA MADALENA;(11) 2703-1198;3983090.0;SP;São Paulo;2016;5;-23.6103379;-46.5094928;Rua Iaçapé, 302 - Parque Santa Madalena, São Paulo - SP, 03983-090, Brazil
199;31195;42853;2765993;-23.635.389.804.839.300;-466.992.545.127.855;UBS CHACARA SANTO ANTONIO DR MARCILIO DE ARRUDA PENTEADO F;RUA ALEXANDRE DUMAS;719;CHACARA STO ANTONIO;(11)51817894;4717000.0;SP;São Paulo;2016;5;-23.6353546;-46.6991085;Rua Alexandre Dumas, 719 - Santo Amaro, São Paulo - SP, 04717-001, Brazil
200;31196;43111;2788640;-236.476.743.221.276;-46.701.765.060.423.400;UBS SANTO AMARO DR SERGIO VILLACA BRAGA;RUA CONDE DE ITU;359;SANTO AMARO;(11)5687-3367;4741000.0;SP;São Paulo;2016;5;-23.6476209;-46.7017643;Rua Conde de Itu, 359 - Jardim Santo Amaro, São Paulo - SP, 04733-000, Brazil
201;31199;43131;2788969;-2.352.892;-465.168;UBS VILA GUILHERMINA DOUTOR AMERICO RASPA NETO;RUA JOAO MARCHIORI;59;VILA GUILHERMINA;(11)26852124;3547020.0;SP;São Paulo;2016;5;-23.5377509;-46.5144447;R. João Marchiori, 59 - Cidade Patriarca, São Paulo - SP, 03547-020, Brazil
202;31203;43115;2788683;-235.284.447.669.976;-466.790.843.009.935;UBS V ANGLO JOSE SERRA RIBEIRO;RUA TURIASSU;1765;VILA POMPEIA;(11)38011547;5005001.0;SP;São Paulo;2016;5;-23.529626;-46.67770360000001;Rua Turiassú, 1765 - Perdizes, São Paulo - SP, 05005-001, Brazil
203;31205;43121;2788772;-23.548.000.000.000.000;-46.636;AMA UBS INTEGRADA VL CARMOSINA;RUA IPOPOCA;61;ITAQUERA;(11)25247796;8290330.0;SP;São Paulo;2016;5;-23.5498029;-46.4487254;R. Ipopoca, 61 - Vila Carmosina, São Paulo - SP, 08290-335, Brazil
204;31207;43068;2787652;-23.567.386.499.999.900;-4.657.038.318.211.270;UBS JD NITEROI;RUA SAMUEL ARNOLD;596;JARDIM NITEROI;(11)56110122;4434000.0;SP;São Paulo;2016;5;-23.6824443;-46.6680309;R. Samuel Arnold, 596 - Jardim Orly, São Paulo - SP, Brazil
205;31211;43152;2789280;-23.863.774.600.000.000;-46.712.540.999.999.900;UBS VARGEM GRANDE;RUA DAS ARARAS;49;VARGEM GRANDE;(011) 5921-2111;4895010.0;SP;São Paulo;2016;5;-23.8540253;-46.7082778;R. das Ararás, 49 - Colônia (Zona Sul), São Paulo - SP, 04896-260, Brazil
206;31215;43029;2787067;-2.373.434;-4.666.377;UBS GAIVOTAS;AV SAO PAULO;23;JARDIM GAIVOTAS;(11)59326407;4849000.0;SP;São Paulo;2016;5;-23.7323046;-46.6602172;Av. São Paulo, 23 - Chácara Gaivotas, São Paulo - SP, 04849-308, Brazil
207;31218;43142;2789140;-234.946.167.469.018;-46.685.307.025.908.000;AMA UBS INTEGRADA VILA PALMEIRAS;RUA FRANCISCO LOTUFO;24;FREGUESIA DO O;(11)39318242;2727020.0;SP;São Paulo;2016;5;-23.4945433;-46.6852655;R. Francisco Lotufo, 24 - Vila Palmeiras, São Paulo - SP, 02727-020, Brazil
208;31219;43083;2788152;-2.358.449;-4.649.183;UBS JD NOVE DE JULHO;SIBALDO LINS;146;SAO MATEUS;(11)20119815;3953100.0;SP;São Paulo;2016;5;-23.5915065;-46.4859133;R. Sibaldo Lins, 146 - Cidade São Mateus, São Paulo - SP, 03953-100, Brazil
209;31220;43088;2788241;-23.548.000.000.000.000;-46.636;AMA UBS INTEGRADA ANHANGUERA;RUA MARCELA ALVES DE CASSIA;175;JARDIM JARAGUA;(11)39048999;5158400.0;SP;São Paulo;2016;5;-23.4890102;-46.7593497;Rua Marcela Alves de Cassia, 175 - Jardim Jaragua, São Paulo - SP, 05158-400, Brazil
210;31222;43028;2787059;-235.969.301;-464.037.234;UBS FERROVIARIOS;RUA GONCALVES NINA;58;CIDADE TIRADENTES;(11)22856477;8470610.0;SP;São Paulo;2016;5;-23.5977406;-46.3915711;Rua Gonçalves Nina, 58 - Cidade Tiradentes, São Paulo - SP, 08470-610, Brazil
211;31231;43020;2786745;-23.645.725.100.000.000;-46.766.591.999.999.900;UBS ALTO DO UMUARAMA;RUA ODEMIS;468;JARDIM UMUARAMA;(11) 55126614;5783180.0;SP;São Paulo;2016;5;-23.6462668;-46.7725291;R. Odemis, 468 - Jardim Umuarama, São Paulo - SP, 05783-180, Brazil
212;31233;43104;2788551;-237.432.789.802.544;-467.112.708.091.722;UBS SERGIO CHADDAD;AVENIDA CARLOS OBERHUBER;659;VILA SAO JOSE;(11)59289529;4836130.0;SP;São Paulo;2016;5;-23.7432039;-46.7112509;Av. Carlos Oberhuber, 659 - Jardim Floresta, São Paulo - SP, 04836-130, Brazil
213;31236;43122;2788780;-23.548.000.000.000.000;-46.636;UBS VILA CHABILANDIA;ESTRADA DO LAJEADO VELHO;392;LAJEADO;(11)25579571;8451000.0;SP;São Paulo;2016;5;-23.5372741;-46.4050498;Estr. do Lageado Velho, 392 - Guaianases, São Paulo - SP, 08451-000, Brazil
214;31245;43078;2788055;-236.448.955.535.882;-46.593.189.239.500.500;UBS LUIZ ERNESTO MAZZONI;AV CARLOS LIVIERO;566;VILA LIVIERO;(11)23319624;4186100.0;SP;São Paulo;2016;5;-23.6448973;-46.59318349999999;Av. Carlos Liviero, 566 - Vila Liviero, São Paulo - SP, 09581-680, Brazil
215;31248;43036;2787180;-2.373.431;-4.666.082;UBS JD APURA;RUA DR DARI BARCELOS;37;JD APURA;(11)56730001;4470170.0;SP;São Paulo;2016;5;-23.7106496;-46.65329209999999;Rua Dr. Dari Barcellos, 37 - Jardim Apura, São Paulo - SP, Brazil
216;31249;43114;2788675;-23.514.164.686.202.300;-467.206.048.965.441;UBS V ANASTACIO;RUA BARTOLOMEU PAES;686;VILA ANASTACIO;(11)38361146;5092000.0;SP;São Paulo;2016;5;-23.5140031;-46.7199542;Rua Bartholomeu Paes, 686 - Lapa, São Paulo - SP, 02675-031, Brazil
217;31252;43116;2788705;-2.343.299;-46.719.840.000.000.000;UBS V APARECIDA;AVENIDA BATISTA MACIEL;430;VILA PORTELA;(11)56129644;4459110.0;SP;São Paulo;2016;5;-23.6909981;-46.6701895;Av. Batista Maciel, 430 - Pedreira, São Paulo - SP, 04459-110, Brazil
218;31253;43092;2788349;-23.533.260.000.000.000;-4.672.968;UBS PARQUE NOVO MUNDO I;R BENEDITA DORNELAS CLARO;451;PARQUE NOVO MUNDO;(11)29541747;2168020.0;SP;São Paulo;2016;5;-23.5175381;-46.5766328;Rua Benedita Dornellas Claro, 451 - Jardim Andarai, São Paulo - SP, 02168-020, Brazil
219;31258;43034;2787172;-2.346.319;-4.658.467;UBS J APUANA;RUA HUM;19;JARDIM APUANA;(11)22405277;2325530.0;SP;São Paulo;2016;5;-23.4526531;-46.585728;R. Um, 31 - Jardim Filhos da Terra, São Paulo - SP, 02325-040, Brazil
220;31259;43095;2788411;-2.361.071;-4.660.243;UBS STA MADALENA;RUA PALMEIRA BACABA;36;JARDIM ELBA;2702-5919;3980050.0;SP;São Paulo;2016;5;-23.6154629;-46.5105878;Rua Palmeira Bacaba, 36 - Jardim Elba, São Paulo - SP, 03980-050, Brazil
221;31264;43009;2786761;-2.354.309;-46.673.359.999.999.900;UBS AUGUSTO LEOPOLDO AYROSA GALVAO;RUA JOAQUINA MARIA DOS SANTOS;198;VILA RICA;(11)38518235;2860110.0;SP;São Paulo;2016;5;-23.4703738;-46.6739437;R. Joaquina Maria dos Santos, 198 - Vila Rica, São Paulo - SP, 02860-110, Brazil
222;31268;43084;2788160;-236.682.583;-467.351.565;UBS NOVO JARDIM I;RUA PHELIPPE DE VITRY;282;J STA JOSEFINA;1158922134;5819080.0;SP;São Paulo;2016;5;-23.6654027;-46.7357567;Rua Philippe de Vitry, 282 - Jardim Santa Josefina, São Paulo - SP, Brazil
223;31269;43042;2787288;-23.546.529.999.999.900;-46.652.640.000.000.000;UBS J COIMBRA;ESTRADA DO BOI MIRIM;3301;J COIMBRA;(11)58942191;4905023.0;SP;São Paulo;2016;5;-23.6786394;-46.7626377;Estrada do M'Boi Mirim, 3301 - Jardim Coimbra, São Paulo - SP, 04905-023, Brazil
224;31272;43147;2789191;-236.176.443.099.969;-46.745.882.034.300.300;UBS V PRAIA VITORIO ROLANDO BOCCALETTI;RUA ANDRE DE ANDRADE;S/N;VILA PRAIA;(11)3501-3603;5749240.0;SP;São Paulo;2016;5;-23.6174452;-46.7457553;R. André de Andrade - Super Quadra Morumbi, São Paulo - SP, Brazil
225;31273;43067;2787865;-23.567.386.499.999.900;-4.657.038.318.211.270;UBS JD STA TEREZINHA;AVENIDA DOS LATINOS;205;JD SANTA TEREZINHA;(11)27211815;3572000.0;SP;São Paulo;2016;5;-23.572374;-46.5036462;Av. dos Latinos, 205 - Jardim Santa Terezinha (Zona Leste), São Paulo - SP, 03572-000, Brazil
226;31275;43148;2789213;-23.476.517.200.469.300;-467.032.456.397.997;UBS VILA PROGRESSO JD MONTE ALEGRE;RUA ANTONIO GENELLE;30;JARDIM MONTE ALEGRE;(11)397512893;2811020.0;SP;São Paulo;2016;5;-23.4767758;-46.703439;Rua Antônio Genele, 30 - Jardim Monte Alegre, São Paulo - SP, 02811-020, Brazil
227;31278;43030;2787075;-235.813.593.864.434;-464.551.091.194.139;UBS GLEBA DO PESSEGO;RUA CONFISSAO;786;GLEBA DO PESSEGO;(11)25218924;8265230.0;SP;São Paulo;2016;5;-23.5840956;-46.4489139;Rua Confissāo, 786 - Gleba do Pêssego, São Paulo - SP, 08265-230, Brazil
228;31285;43129;2788896;-2.357.004;-4.654.645;UBS V FORMOSA II;PRACA MARQUES DE NAZARE;111;VILA FORMOSA;(11)66745246;3359110.0;SP;São Paulo;2016;5;-23.5675456;-46.5472699;Praça Marquês de Nazaré, 111 - Vila Formosa, São Paulo - SP, 03359-070, Brazil
229;31287;43027;2787032;-235.111.713.409.417;-465.502.309.799.181;UBS ENG TRINDADE;AVENIDA GABRIELA MISTRAL;1168;PENHA DE FRANCA;(11)26416973;3701000.0;SP;São Paulo;2016;5;-23.5109607;-46.5508184;Av. Gabriela Mistral, 1168 - Penha de Franca, São Paulo - SP, 03701-001, Brazil
230;31288;43076;2788020;-2.361.657;-4.648.545;UBS FAZENDA DA JUTA II;AVENIDA AUGUSTIN LUBERT;1102;FAZENDA DA JUTA;(11) 20153439;3977000.0;SP;São Paulo;2016;5;-23.6154435;-46.4880035;R. Augustin Luberti, 1102 - Fazenda da Juta, São Paulo - SP, 03977-409, Brazil
231;31289;43019;2786931;-234.112;-46.749.629.999.999.900;UBS JD DA CONQUISTA I;PERAMIRIM;1;JARDIM DA CONQUISTA;(11)22532723;8340500.0;SP;São Paulo;2016;5;-23.61324;-46.4527789;Rua Peramirim, 1 - Vila Bela, São Paulo - SP, 08340-410, Brazil
232;31290;43057;2787571;-236.559.033.393.853;-46.771.202.087.401;UBS JD MARCELO;RUA GASTAO RAUL FOURTON BOUSQUET;377;JARDIM MARCELO;(11)58258666;5797000.0;SP;São Paulo;2016;5;-23.6557057;-46.7710947;R. Gastão Raul de Forton Bousquet, 377 - Jardim Ipe, São Paulo - SP, 05797-000, Brazil
233;31292;43124;2788810;-23.567.386.499.999.900;-4.657.038.318.211.270;UBS VILA DALVA ENG GUILHERME H PINTO COELHO;RUA GUSTAVO BERTHIER;155;VILA DALVA;(11)37120704;5386110.0;SP;São Paulo;2016;5;-23.5622116;-46.7645351;Av. Gustavo Berthier, 155 - Rio Pequeno, São Paulo - SP, 05386-110, Brazil
234;31294;43110;2788527;-2.357.835;-4.660.536;AMA UBS INTEGRADA JD SAO FRANCISCO II;BANDEIRA DE ARACAMBI;704;J RODOLFO PIRANI;(11)27516712;8310010.0;SP;São Paulo;2016;5;-23.6313192;-46.4580176;R. Bandeira de Aracambi, 704 - Jardim Rodolfo Pirani, São Paulo - SP, 08310-010, Brazil
235;31295;43072;2787970;-23.500.626.800.000.000;-464.116.784;UBS JARAGUA;RUA DOMINGUES VIDIGAL;97;CURUCA;2569-2027/2963-9276;8160350.0;SP;São Paulo;2016;5;-23.50466;-46.4101961;R. Domingues Vidigal, 97 - Parque Industrial, São Paulo - SP, 08160-350, Brazil
236;31296;43063;2787733;-23.486.580.848.693.100;-4.639.286.041.259.620;UBS VILA ITAIM;RUA RIO MANUEL ALVES;182;ITAIM PAULISTA;(11)2581-3737;8190450.0;SP;São Paulo;2016;5;-23.4857544;-46.3940233;R. Rio Manuel Alves, 182 - Vila Itaim, São Paulo - SP, 08190-450, Brazil
237;31299;42924;2774771;-235.869.383.811.944;-464.066.362.380.968;UBS CIDADE TIRADENTES LUIS MARANHAO;RUA DOS TEXTEIS;512;CIDADE TIRADENTES;(11)22820250;8490600.0;SP;São Paulo;2016;5;-23.5869799;-46.4067952;R. dos Têxteis, 512 - Cidade Tiradentes, São Paulo - SP, 08490-600, Brazil
238;31302;43109;2788624;-23.521.138.429.641;-463.893.628.120.409;UBS STA LUZIA;RUA CONJUNTO DA PAZ;39;JD MIRIAM;(11)25623532;8142360.0;SP;São Paulo;2016;5;-23.5211862;-46.3887831;R. Conj. da Paz, 39 - Jardim Indaia, São Paulo - SP, 08142-360, Brazil
239;31304;43081;2788128;-23.612.430.095.671.800;-466.039.395.332.323;UBS MOINHO VELHO II;RUA BELGRADO;323;MOINHO VELHO;(11) 22741059;4285041.0;SP;São Paulo;2016;5;-23.6123592;-46.60379959999999;R. Belgrado, 323 - Vila Moinho Velho, São Paulo - SP, 04285-040, Brazil
240;31308;43054;2787318;-2.354.531;-4.665.155;UBS J COMERCIAL;RUA COSTA NOVA DO PRADO;92;JARDIM COMERCIAL;(11)58734880;5885190.0;SP;São Paulo;2016;5;-23.6714841;-46.7795974;R. da Costa Nova do Prado, 92 - Jardim Comercial, São Paulo - SP, 05885-190, Brazil
241;31310;42925;2774798;-23.567.386.499.999.900;-4.657.038.318.211.270;UBS J COPA;RUA PONTE DE LUCENA;330;ITAQUERA;(11)25245020;8270340.0;SP;São Paulo;2016;5;-23.5623918;-46.4573151;R. Ponta de Lucena, 330 - Jardim Maraba, São Paulo - SP, 08270-300, Brazil
242;31315;43075;2788004;-23.572.701.215.743.200;-46.761.202.812.193.400;UBS JOSE MARCILIO MALTA CARDOSO;RUA DR BERNARDO GUERTZENSTEIN;45;RIO PEQUENO;(11)37681569;5381020.0;SP;São Paulo;2016;5;-23.5727614;-46.7610308;Rua Dr. Bernardo Guertzenstein, 45 - Jardim Sarah, São Paulo - SP, 05381-020, Brazil
243;31317;43090;2788292;-23.697.971.105.574.800;-466.483.569.145.189;AMA UBS INTEGRADA PQ DOROTEIA;RUA DOS ANIQUIS;3;JD SANTA TEREZINHA;(11) 5672-7444;4474000.0;SP;São Paulo;2016;5;-23.6971785;-46.6488387;R. dos Aniquis, 3 - Jardim Santa Terezinha (Zona Sul), São Paulo - SP, 04474-000, Brazil
244;31325;43099;2788489;-2.361.467;-4.641.902;UBS RECANTO VERDE DO SOL;R PEDRO RAMAZZANI;98;RECANTO VERDE SOL;(11)27343271;8381800.0;SP;São Paulo;2016;5;-23.6151112;-46.4178334;Rua Pedro Ramazzani, 98 - Recanto Verde do Sol, São Paulo - SP, 08381-800, Brazil
245;31329;43139;2789078;-23.688.991.069.793;-466.496.658.325.182;AMA UBS INTEGRADA V MISSIONARIA;RUA RAINHA DAS MISSOES;515;VILA MISSIONARIA;(11) 5611-3439;4430010.0;SP;São Paulo;2016;5;-23.6890099;-46.6496202;R. Raínha das Missões, 515 - Vila Missionaria, São Paulo - SP, 04430-010, Brazil
