;origem;destino;caminho
616;4310;50274;['4310', '26150', '39740', '50274']
617;4310;50952;['4310', '50952']
618;4310;203;['4310', '26150', '39752', '203']
619;4310;267;['4310', '46710', '267']
620;4310;781;['4310', '26150', '13323', '781']
621;4310;927;['4310', '26150', '45957', '927']
622;4310;1992;['4310', '15969', '1992']
623;4310;2171;['4310', '15969', '45004', '2171']
624;4310;835;['4310', '46710', '835']
625;4310;902;['4310', '902']
626;4310;1988;['4310', '46710', '1988']
627;5558;5558;['5558']
628;5558;3804;['5558', '45004', '26150', '3804']
629;5558;3772;['5558', '3772']
630;5558;4310;['5558', '39894', '4310']
631;5558;5715;['5558', '902', '5715']
632;5558;6129;['5558', '45004', '26150', '39740', '6129']
633;5558;7326;['5558', '39810', '7326']
634;5558;7273;['5558', '45004', '7273']
635;5558;7961;['5558', '7961']
636;5558;29672;['5558', '45004', '26150', '18087', '29675', '29672']
637;5558;9111;['5558', '45004', '9111']
638;5558;9718;['5558', '9718']
639;5558;9783;['5558', '45004', '26150', '16475', '9783']
640;5558;9784;['5558', '39894', '9784']
641;5558;10836;['5558', '45004', '26150', '10836']
642;5558;10890;['5558', '45004', '26150', '10890']
643;5558;11849;['5558', '45004', '26150', '11849']
644;5558;12518;['5558', '12518']
645;5558;13323;['5558', '45004', '26150', '13323']
646;5558;13648;['5558', '45004', '26150', '16475', '13648']
647;5558;13802;['5558', '45004', '26150', '13802']
648;5558;14398;['5558', '45004', '26150', '14398']
649;5558;15969;['5558', '45004', '15969']
650;5558;15962;['5558', '45004', '26150', '45957', '15962']
651;5558;15711;['5558', '15711']
652;5558;16475;['5558', '45004', '26150', '16475']
653;5558;17076;['5558', '39732', '46710', '17076']
654;5558;17079;['5558', '9718', '17079']
655;5558;18087;['5558', '45004', '26150', '18087']
656;5558;18090;['5558', '902', '45267', '18090']
657;5558;18192;['5558', '39732', '46710', '29679', '18192']
658;5558;20325;['5558', '20325']
659;5558;26145;['5558', '39732', '39750', '26145']
660;5558;26150;['5558', '45004', '26150']
661;5558;27891;['5558', '45004', '27891']
662;5558;27886;['5558', '9718', '27886']
663;5558;28747;['5558', '39894', '28747']
664;5558;28560;['5558', '45004', '26150', '28560']
665;5558;28564;['5558', '45004', '26150', '18087', '29675', '35833', '28564']
666;5558;28629;['5558', '39894', '28629']
667;5558;28536;['5558', '45004', '26150', '28536']
668;5558;28640;['5558', '45004', '26150', '28640']
669;5558;28549;['5558', '45004', '26150', '28549']
670;5558;28634;['5558', '45004', '26150', '28634']
671;5558;28649;['5558', '39894', '28649']
672;5558;28745;['5558', '45004', '26150', '18087', '29675', '28745']
673;5558;29670;['5558', '39894', '29670']
674;5558;29669;['5558', '45004', '26150', '18087', '29675', '29669']
675;5558;29679;['5558', '39732', '46710', '29679']
676;5558;29675;['5558', '45004', '26150', '18087', '29675']
677;5558;29680;['5558', '45004', '26150', '39736', '29680']
678;5558;29678;['5558', '45004', '26150', '16475', '29678']
679;5558;29677;['5558', '45004', '26150', '18087', '29675', '35833', '29677']
680;5558;29676;['5558', '45004', '26150', '39740', '29676']
681;5558;29673;['5558', '45004', '26150', '29673']
682;5558;29674;['5558', '45004', '26150', '16475', '29674']
683;5558;29671;['5558', '45004', '26150', '18087', '29675', '29671']
684;5558;29681;['5558', '45004', '26150', '29681']
685;5558;29716;['5558', '45004', '26150', '45957', '29716']
686;5558;32356;['5558', '45004', '26150', '13323', '781', '32356']
687;5558;32285;['5558', '45004', '26150', '16475', '45262', '32285']
688;5558;33013;['5558', '45004', '26150', '16475', '33013']
689;5558;34557;['5558', '45004', '26150', '16475', '45748', '34557']
690;5558;35600;['5558', '45004', '26150', '18087', '35600']
691;5558;35867;['5558', '45004', '26150', '39740', '35867']
692;5558;35776;['5558', '45004', '26150', '35776']
693;5558;35613;['5558', '45004', '26150', '35613']
694;5558;35814;['5558', '45004', '26150', '35814']
695;5558;35727;['5558', '45004', '26150', '18087', '35727']
696;5558;35856;['5558', '45004', '26150', '16475', '35856']
697;5558;35777;['5558', '45004', '26150', '16475', '35777']
698;5558;35800;['5558', '45004', '26150', '39740', '35800']
699;5558;35603;['5558', '45004', '26150', '18087', '29675', '35833', '35603']
700;5558;35861;['5558', '45004', '26150', '35861']
701;5558;35601;['5558', '45004', '26150', '18087', '29675', '35601']
702;5558;35833;['5558', '45004', '26150', '18087', '29675', '35833']
703;5558;39810;['5558', '39810']
704;5558;39800;['5558', '39800']
705;5558;39733;['5558', '45004', '48331', '39733']
706;5558;39812;['5558', '45004', '26150', '18087', '39812']
707;5558;39811;['5558', '45004', '26150', '39811']
708;5558;39799;['5558', '39894', '39799']
709;5558;39729;['5558', '45004', '26150', '39729']
710;5558;39744;['5558', '39894', '39744']
711;5558;39731;['5558', '45004', '27891', '39731']
712;5558;39753;['5558', '45004', '39753']
713;5558;39742;['5558', '45004', '26150', '16475', '9783', '39742']
714;5558;39749;['5558', '39732', '46710', '39749']
715;5558;39730;['5558', '45004', '26150', '18087', '39730']
716;5558;39870;['5558', '45004', '26150', '18087', '29675', '39870']
717;5558;39750;['5558', '39732', '39750']
718;5558;39737;['5558', '45004', '26150', '18087', '29675', '39737']
719;5558;39767;['5558', '45004', '26150', '39767']
720;5558;39739;['5558', '45004', '26150', '39739']
721;5558;39728;['5558', '45004', '26150', '39740', '39728']
722;5558;39743;['5558', '39894', '39743']
723;5558;39745;['5558', '39894', '39745']
724;5558;39740;['5558', '45004', '26150', '39740']
725;5558;39752;['5558', '45004', '26150', '39752']
726;5558;39751;['5558', '39732', '46710', '39751']
727;5558;39894;['5558', '39894']
728;5558;39732;['5558', '39732']
729;5558;39910;['5558', '45004', '26150', '39910']
730;5558;39734;['5558', '39732', '39734']
731;5558;39765;['5558', '2171', '39765']
732;5558;39736;['5558', '45004', '26150', '39736']
733;5558;39735;['5558', '45004', '39735']
734;5558;39738;['5558', '45004', '26150', '50972', '39738']
735;5558;39766;['5558', '45004', '26150', '10836', '39766']
736;5558;39746;['5558', '39746']
737;5558;39741;['5558', '39894', '39741']
738;5558;39747;['5558', '39732', '39747']
739;5558;39748;['5558', '45004', '26150', '39748']
740;5558;39764;['5558', '45004', '26150', '39740', '39764']
741;5558;39754;['5558', '39732', '39754']
742;5558;42481;['5558', '39894', '42481']
743;5558;42483;['5558', '45004', '26150', '18087', '29675', '42483']
744;5558;42480;['5558', '42480']
745;5558;42482;['5558', '45004', '26150', '18087', '42482']
746;5558;43247;['5558', '43247']
747;5558;43965;['5558', '45004', '43965']
748;5558;43963;['5558', '43963']
749;5558;43964;['5558', '39894', '43964']
750;5558;43962;['5558', '45004', '26150', '43962']
751;5558;43791;['5558', '39732', '46710', '43791']
752;5558;43790;['5558', '45004', '26150', '43790']
753;5558;44114;['5558', '45004', '26150', '16475', '44114']
754;5558;44135;['5558', '45004', '26150', '44135']
755;5558;44387;['5558', '45004', '26150', '39752', '44387']
756;5558;44795;['5558', '45004', '26150', '44795']
757;5558;44770;['5558', '45004', '26150', '44770']
758;5558;44720;['5558', '45004', '26150', '3804', '44720']
759;5558;44486;['5558', '45004', '26150', '45275', '44486']
760;5558;44692;['5558', '45004', '26150', '44692']
761;5558;44842;['5558', '45004', '26150', '16475', '44842']
762;5558;44915;['5558', '39732', '46710', '44915']
763;5558;44974;['5558', '45004', '26150', '18087', '29675', '44974']
764;5558;44971;['5558', '45004', '27891', '44971']
765;5558;45144;['5558', '45004', '26150', '45144']
766;5558;44914;['5558', '39732', '46710', '44914']
767;5558;45004;['5558', '45004']
768;5558;44951;['5558', '45004', '26150', '18087', '44951']
769;5558;44811;['5558', '39894', '44811']
770;5558;44837;['5558', '45004', '26150', '16475', '44842', '44837']
771;5558;44843;['5558', '45004', '26150', '16475', '44842', '44843']
772;5558;44812;['5558', '45004', '26150', '44812']
773;5558;44910;['5558', '45004', '26150', '44910']
774;5558;44836;['5558', '45004', '26150', '16475', '44836']
775;5558;45262;['5558', '45004', '26150', '16475', '45262']
776;5558;45274;['5558', '39732', '45274']
777;5558;45273;['5558', '45004', '27891', '45273']
778;5558;45265;['5558', '45004', '26150', '18087', '29675', '45265']
779;5558;45275;['5558', '45004', '26150', '45275']
780;5558;45281;['5558', '45004', '26150', '18087', '42482', '45281']
781;5558;45267;['5558', '902', '45267']
782;5558;45586;['5558', '45004', '26150', '45586']
783;5558;45877;['5558', '45004', '26150', '18087', '29675', '45265', '45877']
784;5558;45715;['5558', '45004', '26150', '18087', '29675', '35833', '45715']
785;5558;45917;['5558', '45004', '26150', '45917']
786;5558;45913;['5558', '45913']
787;5558;45727;['5558', '39894', '45727']
788;5558;45748;['5558', '45004', '26150', '16475', '45748']
789;5558;45723;['5558', '39894', '45723']
790;5558;45993;['5558', '39894', '45993']
791;5558;45957;['5558', '45004', '26150', '45957']
792;5558;46176;['5558', '45004', '26150', '39740', '46176']
793;5558;46036;['5558', '45004', '26150', '46036']
794;5558;46074;['5558', '45004', '26150', '46074']
795;5558;46256;['5558', '45004', '26150', '16475', '46256']
796;5558;46172;['5558', '45004', '26150', '46172']
797;5558;46066;['5558', '45004', '26150', '13323', '46066']
798;5558;46189;['5558', '45004', '26150', '18087', '29675', '46189']
799;5558;46155;['5558', '45004', '26150', '46155']
800;5558;46270;['5558', '45004', '26150', '46270']
801;5558;46243;['5558', '45004', '26150', '39740', '46243']
802;5558;46708;['5558', '45004', '26150', '46708']
803;5558;46710;['5558', '39732', '46710']
804;5558;46709;['5558', '45004', '46709']
805;5558;46715;['5558', '45004', '46715']
806;5558;46758;['5558', '45004', '26150', '16475', '46758']
807;5558;46724;['5558', '45004', '26150', '16475', '46724']
808;5558;47819;['5558', '45004', '26150', '16475', '47819']
809;5558;48331;['5558', '45004', '48331']
810;5558;48254;['5558', '45004', '26150', '16475', '48254']
811;5558;48330;['5558', '39732', '48330']
812;5558;48061;['5558', '45004', '26150', '18087', '29675', '48061']
813;5558;48187;['5558', '45004', '26150', '48187']
814;5558;48510;['5558', '45004', '26150', '48510']
815;5558;50973;['5558', '45004', '26150', '39752', '50973']
816;5558;50917;['5558', '45004', '26150', '50917']
817;5558;50974;['5558', '45004', '26150', '50974']
818;5558;50976;['5558', '39732', '50976']
819;5558;50918;['5558', '45004', '26150', '50918']
820;5558;50972;['5558', '45004', '26150', '50972']
821;5558;49994;['5558', '45004', '26150', '18087', '29675', '49994']
822;5558;50547;['5558', '45004', '26150', '50547']
823;5558;50978;['5558', '2171', '50978']
824;5558;50383;['5558', '45004', '26150', '18087', '50383']
825;5558;50274;['5558', '45004', '26150', '39740', '50274']
826;5558;50952;['5558', '45004', '26150', '39752', '44387', '50952']
827;5558;203;['5558', '45004', '26150', '39752', '203']
828;5558;267;['5558', '45004', '26150', '267']
829;5558;781;['5558', '45004', '26150', '13323', '781']
830;5558;927;['5558', '45004', '26150', '45957', '927']
831;5558;1992;['5558', '1992']
832;5558;2171;['5558', '2171']
833;5558;835;['5558', '45004', '26150', '835']
834;5558;902;['5558', '902']
835;5558;1988;['5558', '45004', '26150', '1988']
836;5715;5715;['5715']
837;5715;3804;['5715', '7326', '26150', '3804']
838;5715;3772;['5715', '3772']
839;5715;4310;['5715', '18090', '4310']
840;5715;5558;['5715', '7326', '5558']
841;5715;6129;['5715', '7326', '26150', '39740', '6129']
842;5715;7326;['5715', '7326']
843;5715;7273;['5715', '3772', '7273']
844;5715;7961;['5715', '7961']
845;5715;29672;['5715', '7326', '26150', '18087', '29675', '29672']
846;5715;9111;['5715', '7961', '9111']
847;5715;9718;['5715', '9718']
848;5715;9783;['5715', '7326', '26150', '16475', '9783']
849;5715;9784;['5715', '18090', '9784']
850;5715;10836;['5715', '7326', '26150', '10836']
851;5715;10890;['5715', '7326', '46710', '10890']
852;5715;11849;['5715', '7326', '46710', '11849']
853;5715;12518;['5715', '7961', '12518']
854;5715;13323;['5715', '7326', '26150', '13323']
855;5715;13648;['5715', '7326', '26150', '16475', '13648']
856;5715;13802;['5715', '7326', '46710', '13802']
857;5715;14398;['5715', '7326', '26150', '14398']
858;5715;15969;['5715', '15969']
859;5715;15962;['5715', '7326', '26150', '45957', '15962']
860;5715;15711;['5715', '7961', '15711']
861;5715;16475;['5715', '7326', '26150', '16475']
862;5715;17076;['5715', '7326', '46710', '17076']
863;5715;17079;['5715', '17079']
864;5715;18087;['5715', '7326', '26150', '18087']
865;5715;18090;['5715', '18090']
866;5715;18192;['5715', '7326', '46710', '29679', '18192']
867;5715;20325;['5715', '20325']
868;5715;26145;['5715', '39732', '39750', '26145']
869;5715;26150;['5715', '7326', '26150']
870;5715;27891;['5715', '27891']
871;5715;27886;['5715', '27886']
872;5715;28747;['5715', '28629', '28747']
873;5715;28560;['5715', '7326', '46710', '28560']
874;5715;28564;['5715', '28629', '28564']
875;5715;28629;['5715', '28629']
876;5715;28536;['5715', '7326', '46710', '28536']
877;5715;28640;['5715', '7326', '26150', '28640']
878;5715;28549;['5715', '7326', '26150', '28549']
879;5715;28634;['5715', '7326', '26150', '28634']
880;5715;28649;['5715', '18090', '28649']
881;5715;28745;['5715', '7326', '26150', '18087', '29675', '28745']
882;5715;29670;['5715', '28629', '29670']
883;5715;29669;['5715', '28629', '29669']
884;5715;29679;['5715', '7326', '46710', '29679']
885;5715;29675;['5715', '7326', '26150', '18087', '29675']
886;5715;29680;['5715', '7326', '46710', '39736', '29680']
887;5715;29678;['5715', '7326', '26150', '16475', '29678']
888;5715;29677;['5715', '7326', '26150', '18087', '29675', '35833', '29677']
889;5715;29676;['5715', '7326', '26150', '39740', '29676']
890;5715;29673;['5715', '7326', '46710', '29673']
891;5715;29674;['5715', '7326', '26150', '16475', '29674']
892;5715;29671;['5715', '7326', '26150', '18087', '29675', '29671']
893;5715;29681;['5715', '7326', '46710', '29681']
894;5715;29716;['5715', '7326', '26150', '45957', '29716']
895;5715;32356;['5715', '28629', '32356']
896;5715;32285;['5715', '7326', '26150', '16475', '45262', '32285']
897;5715;33013;['5715', '7326', '26150', '16475', '33013']
898;5715;34557;['5715', '7326', '26150', '16475', '45748', '34557']
899;5715;35600;['5715', '7326', '26150', '18087', '35600']
900;5715;35867;['5715', '7326', '26150', '39740', '35867']
901;5715;35776;['5715', '7326', '46710', '35776']
902;5715;35613;['5715', '7326', '46710', '35613']
903;5715;35814;['5715', '7326', '46710', '35814']
904;5715;35727;['5715', '7326', '26150', '18087', '35727']
905;5715;35856;['5715', '7326', '26150', '16475', '35856']
906;5715;35777;['5715', '7326', '26150', '16475', '35777']
907;5715;35800;['5715', '7326', '26150', '39740', '35800']
908;5715;35603;['5715', '28629', '35603']
909;5715;35861;['5715', '7326', '46710', '35861']
910;5715;35601;['5715', '7326', '26150', '18087', '29675', '35601']
911;5715;35833;['5715', '7326', '26150', '18087', '29675', '35833']
912;5715;39810;['5715', '39810']
913;5715;39800;['5715', '7961', '39800']
914;5715;39733;['5715', '7326', '45274', '39733']
915;5715;39812;['5715', '7326', '26150', '18087', '39812']
916;5715;39811;['5715', '7326', '26150', '39811']
917;5715;39799;['5715', '28629', '39799']
918;5715;39729;['5715', '7326', '46710', '39729']
919;5715;39744;['5715', '28629', '39744']
920;5715;39731;['5715', '39731']
921;5715;39753;['5715', '39753']
922;5715;39742;['5715', '7326', '26150', '16475', '9783', '39742']
923;5715;39749;['5715', '7326', '46710', '39749']
924;5715;39730;['5715', '7326', '26150', '18087', '39730']
925;5715;39870;['5715', '7326', '26150', '18087', '29675', '39870']
926;5715;39750;['5715', '39732', '39750']
927;5715;39737;['5715', '28629', '39737']
928;5715;39767;['5715', '7326', '46710', '39767']
929;5715;39739;['5715', '7326', '46710', '39739']
930;5715;39728;['5715', '7326', '26150', '39740', '39728']
931;5715;39743;['5715', '28629', '39743']
932;5715;39745;['5715', '28629', '39745']
933;5715;39740;['5715', '7326', '26150', '39740']
934;5715;39752;['5715', '7326', '26150', '39752']
935;5715;39751;['5715', '7326', '46710', '39751']
936;5715;39894;['5715', '39894']
937;5715;39732;['5715', '39732']
938;5715;39910;['5715', '7326', '46710', '39910']
939;5715;39734;['5715', '39732', '39734']
940;5715;39765;['5715', '7961', '39765']
941;5715;39736;['5715', '7326', '46710', '39736']
942;5715;39735;['5715', '3772', '39735']
943;5715;39738;['5715', '7326', '46710', '50972', '39738']
944;5715;39766;['5715', '7326', '26150', '10836', '39766']
945;5715;39746;['5715', '39746']
946;5715;39741;['5715', '28629', '39741']
947;5715;39747;['5715', '39732', '39747']
948;5715;39748;['5715', '7326', '39748']
949;5715;39764;['5715', '7326', '26150', '39740', '39764']
950;5715;39754;['5715', '39732', '39754']
951;5715;42481;['5715', '28629', '42481']
952;5715;42483;['5715', '7326', '26150', '18087', '29675', '42483']
953;5715;42480;['5715', '902', '42480']
