;origem;destino;distancia
24117;42481;39746;30,54
24118;42481;45274;30,55
24119;42481;45004;30,58
24120;42481;46176;30,58
24121;42481;28564;30,69
24122;42481;39748;30,75
24123;42481;45281;30,87
24124;42481;39729;31,12
24125;42481;45144;31,23
24126;42481;46256;31,24
24127;42481;48187;31,34
24128;42481;44910;31,45
24129;42481;50972;31,48
24130;42481;46036;31,51
24131;42481;39811;31,62
24132;42481;48330;31,67
24133;42481;39735;31,77
24134;42481;39751;31,82
24135;42481;7273;31,84
24136;42481;44914;31,92
24137;42481;39747;31,98
24138;42481;26150;32,04
24139;42481;44915;32,09
24140;42481;39764;32,18
24141;42481;42480;32,18
24142;42481;45275;32,18
24143;42481;46710;32,33
24144;42481;39739;32,37
24145;42481;45957;32,61
24146;42481;46155;32,64
24147;42481;6129;32,65
24148;42481;43965;32,65
24149;42481;46243;32,66
24150;42481;15711;32,71
24151;42481;39736;32,81
24152;42481;46708;32,85
24153;42481;44692;32,85
24154;42481;29678;32,85
24155;42481;2171;32,89
24156;42481;13648;32,95
24157;42481;10890;33,00
24158;42481;35800;33,02
24159;42481;50976;33,04
24160;42481;39800;33,06
24161;42481;50274;33,07
24162;42481;46709;33,11
24163;42481;10836;33,16
24164;42481;29674;33,22
24165;42481;35777;33,30
24166;42481;26145;33,40
24167;42481;45715;33,46
24168;42481;28560;33,60
24169;42481;44114;33,65
24170;42481;45748;33,75
24171;42481;46172;33,80
24172;42481;39754;33,83
24173;42481;39750;34,06
24174;42481;9783;34,10
24175;42481;29676;34,32
24176;42481;15962;34,34
24177;42481;35856;34,34
24178;42481;35727;34,50
24179;42481;44486;34,63
24180;42481;46074;34,80
24181;42481;48510;34,88
24182;42481;28640;34,92
24183;42481;35603;34,92
24184;42481;12518;35,00
24185;42481;28634;35,05
24186;42481;39737;35,28
24187;42481;35613;35,35
24188;42481;29669;35,41
24189;42481;44720;35,46
24190;42481;35867;35,46
24191;42481;29716;35,50
24192;42481;46715;35,56
24193;42481;44836;35,62
24194;42481;835;35,62
24195;42481;9111;35,70
24196;42481;927;35,79
24197;42481;39812;35,84
24198;42481;47819;35,93
24199;42481;29680;36,02
24200;42481;45262;36,09
24201;42481;44951;36,39
24202;42481;50383;36,42
24203;42481;39765;36,44
24204;42481;45917;36,46
24205;42481;44842;36,47
24206;42481;32285;36,56
24207;42481;35600;36,81
24208;42481;44843;36,91
24209;42481;44837;36,94
24210;42481;50978;36,99
24211;42481;34557;36,99
24212;42481;45877;37,06
24213;42481;48254;37,34
24214;42481;39910;37,40
24215;42481;29677;37,44
24216;42481;29673;37,50
24217;42481;44795;37,66
24218;42481;46758;37,77
24219;42481;35776;37,85
24220;42481;39742;37,95
24221;42481;35833;38,70
24222;42481;28745;38,81
24223;42481;50974;39,20
24224;42481;45265;39,20
24225;42481;48061;39,30
24226;42481;29671;39,47
24227;42481;29672;39,70
24228;42481;46189;40,07
24229;42481;35601;40,55
24230;42481;42483;40,68
24231;42481;33013;41,59
24232;42481;44974;41,65
24233;42481;49994;41,68
24234;42481;39870;41,70
24235;42481;39766;42,50
24236;42481;13802;43,06
24237;42481;35814;46,63
24238;42481;35861;46,99
24239;42481;50917;47,23
24240;42481;50918;47,62
24241;42481;28536;48,68
24242;42481;39767;49,45
24243;42481;46724;74,24
24244;42483;42483;0,00
24245;42483;46189;1,29
24246;42483;44974;1,82
24247;42483;29672;2,42
24248;42483;35601;2,94
24249;42483;39870;2,96
24250;42483;39766;3,57
24251;42483;45265;3,67
24252;42483;29671;3,73
24253;42483;48061;3,78
24254;42483;49994;3,87
24255;42483;28745;4,52
24256;42483;35833;4,54
24257;42483;29677;4,88
24258;42483;39737;6,34
24259;42483;29669;6,40
24260;42483;35600;6,65
24261;42483;39742;7,19
24262;42483;50383;7,31
24263;42483;44951;7,78
24264;42483;33013;8,18
24265;42483;29716;8,22
24266;42483;46758;8,34
24267;42483;927;8,96
24268;42483;35603;9,23
24269;42483;28634;9,40
24270;42483;35727;9,44
24271;42483;39812;9,65
24272;42483;15962;9,72
24273;42483;44836;9,76
24274;42483;10836;9,79
24275;42483;28640;9,90
24276;42483;9783;10,38
24277;42483;35856;10,62
24278;42483;44720;10,76
24279;42483;45877;10,82
24280;42483;29678;10,96
24281;42483;47819;10,97
24282;42483;45957;11,22
24283;42483;45281;11,40
24284;42483;32285;11,43
24285;42483;45262;11,68
24286;42483;39811;11,78
24287;42483;45715;11,87
24288;42483;44842;11,90
24289;42483;42482;12,12
24290;42483;28564;12,20
24291;42483;44837;12,32
24292;42483;44843;12,35
24293;42483;48254;12,47
24294;42483;34557;12,83
24295;42483;13648;12,89
24296;42483;29675;13,17
24297;42483;35777;13,53
24298;42483;29674;13,64
24299;42483;44114;13,88
24300;42483;39910;13,96
24301;42483;45748;13,98
24302;42483;32356;14,41
24303;42483;16475;15,10
24304;42483;45723;15,17
24305;42483;39741;15,27
24306;42483;35867;15,46
24307;42483;45727;15,62
24308;42483;50274;15,84
24309;42483;46243;16,04
24310;42483;39730;16,47
24311;42483;13802;16,48
24312;42483;39799;16,63
24313;42483;18087;16,88
24314;42483;46256;16,90
24315;42483;35776;17,03
24316;42483;28747;17,11
24317;42483;6129;17,47
24318;42483;28549;17,71
24319;42483;45917;17,78
24320;42483;29676;17,99
24321;42483;39764;18,27
24322;42483;35800;18,48
24323;42483;39740;18,74
24324;42483;29673;18,85
24325;42483;44770;19,45
24326;42483;46176;19,58
24327;42483;35814;20,05
24328;42483;835;20,34
24329;42483;35861;20,41
24330;42483;46066;20,42
24331;42483;39728;20,51
24332;42483;44795;20,54
24333;42483;50917;20,65
24334;42483;50918;21,04
24335;42483;39729;21,90
24336;42483;45144;22,01
24337;42483;28536;22,10
24338;42483;267;22,61
24339;42483;46270;22,62
24340;42483;44910;22,82
24341;42483;39767;22,87
24342;42483;39738;22,98
24343;42483;45275;22,99
24344;42483;35613;23,58
24345;42483;44486;23,63
24346;42483;781;24,37
24347;42483;1988;24,41
24348;42483;13323;24,60
24349;42483;50972;25,33
24350;42483;29681;25,34
24351;42483;203;25,54
24352;42483;44387;25,56
24353;42483;39736;25,61
24354;42483;28560;25,79
24355;42483;44692;25,94
24356;42483;50973;26,45
24357;42483;48187;26,80
24358;42483;50952;26,85
24359;42483;29680;26,86
24360;42483;39752;27,42
24361;42483;10890;27,82
24362;42483;3804;27,88
24363;42483;43790;28,66
24364;42483;46074;28,86
24365;42483;50547;28,88
24366;42483;48510;28,93
24367;42483;46036;29,03
24368;42483;39739;29,89
24369;42483;14398;30,07
24370;42483;11849;31,42
24371;42483;43962;31,74
24372;42483;44135;31,81
24373;42483;44812;32,13
24374;42483;17076;32,20
24375;42483;45586;32,38
24376;42483;39749;32,94
24377;42483;18192;33,09
24378;42483;29679;33,44
24379;42483;45993;34,19
24380;42483;43791;34,80
24381;42483;50974;35,08
24382;42483;39748;35,33
24383;42483;44915;35,84
24384;42483;39751;36,14
24385;42483;44914;36,25
24386;42483;26150;36,33
24387;42483;46155;36,55
24388;42483;46710;36,67
24389;42483;46708;36,76
24390;42483;26145;37,36
24391;42483;46709;37,40
24392;42483;46172;37,71
24393;42483;44811;37,91
24394;42483;39750;39,65
24395;42483;42481;40,20
24396;42483;48330;41,22
24397;42483;46724;41,73
24398;42483;39747;41,83
24399;42483;50976;42,88
24400;42483;39754;43,67
24401;42483;17079;43,88
24402;42483;27886;43,88
24403;42483;29670;44,05
24404;42483;9718;44,33
24405;42483;39733;45,51
24406;42483;39734;46,40
24407;42483;45273;47,09
24408;42483;39731;47,80
24409;42483;15969;48,58
24410;42483;48331;49,10
24411;42483;39753;49,24
24412;42483;39732;49,53
24413;42483;45274;50,05
24414;42483;27891;50,30
24415;42483;39735;51,27
24416;42483;7273;51,34
24417;42483;45004;51,75
24418;42483;39743;51,81
24419;42483;43963;51,84
24420;42483;39746;52,04
24421;42483;43965;52,16
24422;42483;39745;52,49
24423;42483;3772;52,85
24424;42483;39744;53,22
24425;42483;44971;53,27
24426;42483;9111;53,68
24427;42483;46715;53,91
24428;42483;20325;54,04
24429;42483;5558;54,73
24430;42483;50978;54,73
24431;42483;39810;55,40
24432;42483;1992;55,45
24433;42483;39894;55,60
24434;42483;43247;55,89
24435;42483;42480;56,43
24436;42483;7326;56,51
24437;42483;28629;56,53
24438;42483;4310;57,06
24439;42483;9784;57,45
24440;42483;2171;57,64
24441;42483;28649;57,86
24442;42483;39765;59,15
24443;42483;43964;59,82
24444;42483;7961;60,91
24445;42483;45913;61,20
24446;42483;902;61,40
24447;42483;18090;61,87
24448;42483;15711;62,11
24449;42483;45267;62,19
24450;42483;39800;62,22
24451;42483;5715;63,84
24452;42483;12518;64,03
24453;42480;42480;0,00
24454;42480;2171;1,25
24455;42480;5558;2,14
24456;42480;45004;4,79
24457;42480;7961;5,48
24458;42480;3772;5,63
24459;42480;20325;6,36
24460;42480;39810;7,14
24461;42480;1992;7,20
24462;42480;45913;7,25
24463;42480;43963;7,25
24464;42480;39894;7,35
24465;42480;39732;7,37
24466;42480;15711;7,38
24467;42480;39800;7,73
24468;42480;902;7,73
24469;42480;7273;7,74
24470;42480;43965;7,98
24471;42480;39735;8,04
24472;42480;9111;8,19
24473;42480;27891;8,26
24474;42480;46715;8,43
24475;42480;39765;8,67
24476;42480;45274;8,80
24477;42480;39746;8,84
24478;42480;43247;9,20
24479;42480;50978;9,22
24480;42480;7326;9,54
24481;42480;48331;9,57
24482;42480;39753;9,63
24483;42480;12518;9,67
24484;42480;15969;10,24
24485;42480;45267;10,59
24486;42480;39734;10,95
24487;42480;9718;12,10
24488;42480;5715;12,23
24489;42480;45273;13,94
24490;42480;39733;14,74
24491;42480;17079;15,67
24492;42480;27886;15,67
24493;42480;18090;15,99
24494;42480;39747;16,32
24495;42480;48330;17,00
24496;42480;50976;17,35
24497;42480;9784;17,83
24498;42480;39754;18,14
24499;42480;39731;18,15
24500;42480;43964;18,18
24501;42480;28649;18,24
24502;42480;46709;18,82
24503;42480;44971;19,15
24504;42480;39750;19,28
24505;42480;26150;19,42
24506;42480;46710;20,33
24507;42480;46155;20,60
24508;42480;46708;20,81
24509;42480;39745;20,96
24510;42480;4310;21,13
24511;42480;28629;21,37
24512;42480;46172;21,76
24513;42480;44915;22,46
24514;42480;39748;23,01
24515;42480;26145;23,45
24516;42480;29679;24,22
24517;42480;44135;24,53
24518;42480;18192;24,72
24519;42480;45586;24,86
24520;42480;39749;24,91
24521;42480;43791;25,20
24522;42480;44914;25,21
24523;42480;39751;25,31
24524;42480;17076;26,30
24525;42480;14398;26,69
24526;42480;3804;27,84
24527;42480;43790;27,92
24528;42480;11849;28,55
24529;42480;39752;30,07
24530;42480;39743;30,96
24531;42480;42481;32,14
24532;42480;29681;33,62
24533;42480;29670;34,02
24534;42480;1988;34,45
24535;42480;39744;35,27
24536;42480;46270;35,67
24537;42480;48187;35,75
24538;42480;50972;35,89
24539;42480;46036;35,91
24540;42480;267;36,23
24541;42480;39740;36,45
24542;42480;13323;36,58
24543;42480;44812;36,64
24544;42480;39739;36,78
24545;42480;44770;36,84
24546;42480;39736;37,22
24547;42480;44692;37,25
24548;42480;50547;37,33
24549;42480;10890;37,40
24550;42480;43962;37,54
24551;42480;28549;37,95
24552;42480;28560;38,00
24553;42480;45275;38,16
24554;42480;18087;38,30
24555;42480;44910;38,53
24556;42480;39738;38,56
24557;42480;45993;39,01
24558;42480;44811;39,16
24559;42480;46074;39,20
24560;42480;48510;39,28
24561;42480;45144;40,00
24562;42480;44387;40,12
24563;42480;39729;40,28
24564;42480;29680;40,43
24565;42480;39728;40,44
24566;42480;44486;40,60
24567;42480;16475;41,77
24568;42480;46176;42,27
24569;42480;29675;42,40
24570;42480;203;42,55
24571;42480;35613;42,92
24572;42480;39730;43,06
24573;42480;835;43,20
24574;42480;50973;43,47
24575;42480;46256;43,57
24576;42480;50974;43,60
24577;42480;42482;43,74
24578;42480;39764;43,86
24579;42480;50952;44,25
24580;42480;6129;44,33
24581;42480;46243;44,34
24582;42480;781;44,48
24583;42480;35800;44,70
24584;42480;45917;44,73
24585;42480;50274;44,75
24586;42480;45281;44,85
24587;42480;29673;45,07
24588;42480;45957;45,22
24589;42480;44795;45,24
24590;42480;13648;45,27
24591;42480;29674;45,54
24592;42480;35777;45,63
24593;42480;10836;45,80
24594;42480;44114;45,98
24595;42480;29676;46,00
24596;42480;39811;46,01
24597;42480;45748;46,08
24598;42480;29678;46,18
24599;42480;9783;46,43
24600;42480;35856;46,67
24601;42480;15962;46,99
24602;42480;35867;47,15
24603;42480;35776;47,41
24604;42480;28634;47,68
24605;42480;29716;48,16
24606;42480;44836;48,17
24607;42480;28640;48,18
24608;42480;927;48,45
24609;42480;47819;48,48
24610;42480;39910;48,57
24611;42480;45262;48,64
24612;42480;44842;49,02
24613;42480;32285;49,11
24614;42480;34557;49,32
24615;42480;44951;49,38
24616;42480;44843;49,46
24617;42480;44837;49,49
24618;42480;50383;49,56
24619;42480;46066;49,59
24620;42480;48254;49,89
24621;42480;46758;50,32
24622;42480;39742;50,80
24623;42480;44720;50,80
24624;42480;35600;51,13
24625;42480;39812;51,80
24626;42480;35727;51,97
24627;42480;28745;52,29
24628;42480;45265;52,67
24629;42480;35833;52,73
24630;42480;48061;52,78
24631;42480;29672;53,17
24632;42480;29677;53,71
24633;42480;33013;54,14
24634;42480;35601;54,40
24635;42480;49994;55,16
24636;42480;39870;55,18
24637;42480;46189;55,31
24638;42480;13802;55,39
24639;42480;32356;55,40
24640;42480;44974;55,50
24641;42480;42483;55,97
24642;42480;28747;56,51
24643;42480;39766;56,52
24644;42480;45727;57,30
24645;42480;29671;57,41
24646;42480;45723;57,77
24647;42480;35814;58,96
24648;42480;39741;59,16
24649;42480;39737;59,23
24650;42480;29669;59,29
24651;42480;35861;59,32
24652;42480;50917;59,56
24653;42480;50918;59,95
24654;42480;28536;61,02
24655;42480;35603;61,23
24656;42480;39799;61,32
24657;42480;39767;61,78
24658;42480;28564;62,49
24659;42480;45715;62,57
24660;42480;45877;62,59
24661;42480;46724;86,79
24662;42482;42482;0,00
24663;42482;45281;1,11
24664;42482;29675;1,45
24665;42482;39811;2,49
24666;42482;29678;2,54
24667;42482;45957;2,73
24668;42482;10836;3,30
24669;42482;16475;4,15
24670;42482;15962;4,43
24671;42482;9783;4,63
24672;42482;39730;4,64
24673;42482;35856;4,87
24674;42482;18087;5,01
24675;42482;28634;5,19
24676;42482;13648;5,29
24677;42482;29716;5,60
24678;42482;28640;5,69
24679;42482;28549;5,84
24680;42482;927;5,88
24681;42482;46256;5,95
24682;42482;29674;6,43
24683;42482;35777;6,52
24684;42482;44951;6,53
24685;42482;50383;6,57
24686;42482;44114;6,86
24687;42482;39740;6,88
24688;42482;45748;6,97
24689;42482;47819;7,36
24690;42482;44770;7,59
24691;42482;44720;7,60
24692;42482;50274;7,94
24693;42482;39742;8,09
24694;42482;46243;8,14
24695;42482;35600;8,14
24696;42482;46758;8,19
24697;42482;39812;8,81
24698;42482;44836;8,82
24699;42482;28745;8,96
24700;42482;35727;9,18
24701;42482;45262;9,29
24702;42482;45265;9,34
24703;42482;35833;9,39
24704;42482;48061;9,44
24705;42482;6129;9,57
24706;42482;44842;9,67
24707;42482;32285;9,76
24708;42482;29672;9,84
24709;42482;44843;10,11
24710;42482;44837;10,14
24711;42482;34557;10,21
24712;42482;39764;10,37
24713;42482;29677;10,38
24714;42482;48254;10,54
24715;42482;39910;10,61
24716;42482;267;10,74
24717;42482;46270;10,76
24718;42482;39728;10,87
24719;42482;35601;11,07
24720;42482;35867;11,35
24721;42482;29676;11,44
24722;42482;39738;11,68
24723;42482;46176;11,68
24724;42482;49994;11,82
24725;42482;39870;11,84
24726;42482;46189;11,98
24727;42482;33013;12,00
24728;42482;44974;12,17
24729;42482;35800;12,38
24730;42482;1988;12,55
24731;42482;42483;12,64
24732;42482;13323;12,75
24733;42482;39766;13,03
24734;42482;39729;13,23
24735;42482;45144;13,34
24736;42482;29681;13,48
24737;42482;44910;13,56
24738;42482;203;13,70
24739;42482;44387;13,72
24740;42482;50972;13,88
24741;42482;32356;13,92
24742;42482;29671;14,08
24743;42482;45275;14,30
24744;42482;45917;14,35
24745;42482;50973;14,62
24746;42482;48187;14,93
24747;42482;781;15,01
24748;42482;50952;15,02
24749;42482;35776;15,11
24750;42482;39752;15,56
24751;42482;39737;15,89
24752;42482;29669;15,96
24753;42482;3804;16,02
24754;42482;29673;16,15
24755;42482;13802;16,26
24756;42482;39736;16,27
24757;42482;44692;16,31
24758;42482;10890;16,46
24759;42482;44486;16,74
24760;42482;43790;16,80
24761;42482;50547;17,02
24762;42482;28560;17,06
24763;42482;46036;17,16
24764;42482;835;17,16
24765;42482;35613;17,46
24766;42482;44795;17,83
24767;42482;35603;17,89
24768;42482;39739;18,03
24769;42482;29680;18,16
24770;42482;14398;18,21
24771;42482;46074;18,26
24772;42482;48510;18,34
24773;42482;28564;19,16
24774;42482;45715;19,24
24775;42482;45877;19,26
24776;42482;11849;19,55
24777;42482;35814;19,83
24778;42482;43962;19,87
24779;42482;46066;19,92
24780;42482;44135;19,95
24781;42482;35861;20,19
24782;42482;44812;20,26
24783;42482;17076;20,33
24784;42482;50917;20,43
24785;42482;45586;20,52
24786;42482;28747;20,82
24787;42482;50918;20,82
24788;42482;39749;21,08
24789;42482;18192;21,22
24790;42482;39741;21,42
24791;42482;29679;21,58
24792;42482;28536;21,88
24793;42482;45723;22,13
24794;42482;45993;22,35
24795;42482;39799;22,42
24796;42482;45727;22,57
24797;42482;39767;22,65
24798;42482;43791;22,94
24799;42482;39748;23,47
24800;42482;44915;23,98
24801;42482;39751;24,28
24802;42482;44914;24,38
24803;42482;26150;24,47
24804;42482;46155;24,69
24805;42482;46710;24,81
24806;42482;50974;24,86
24807;42482;46708;24,90
24808;42482;26145;25,49
24809;42482;46709;25,54
24810;42482;46172;25,85
24811;42482;44811;26,07
24812;42482;39750;27,78
24813;42482;48330;29,35
24814;42482;42481;29,47
24815;42482;39747;29,97
24816;42482;50976;31,02
24817;42482;39754;31,81
24818;42482;17079;32,02
24819;42482;27886;32,02
24820;42482;29670;32,21
24821;42482;9718;32,46
24822;42482;39733;33,65
24823;42482;39734;34,54
24824;42482;45273;35,22
24825;42482;39731;35,93
24826;42482;15969;36,72
24827;42482;48331;37,24
24828;42482;39753;37,38
24829;42482;39732;37,66
24830;42482;45274;38,19
24831;42482;27891;38,44
24832;42482;39735;39,41
24833;42482;7273;39,48
24834;42482;45004;39,88
24835;42482;43963;39,98
24836;42482;39746;40,18
24837;42482;43965;40,30
24838;42482;3772;40,98
24839;42482;39743;41,07
24840;42482;44971;41,40
24841;42482;39745;41,75
24842;42482;9111;41,81
24843;42482;46715;42,05
24844;42482;20325;42,18
24845;42482;39744;42,48
24846;42482;5558;42,86
24847;42482;50978;42,86
24848;42482;39810;43,54
24849;42482;1992;43,59
24850;42482;39894;43,74
24851;42482;43247;44,03
24852;42482;42480;44,57
24853;42482;7326;44,64
24854;42482;46724;44,65
24855;42482;4310;45,20
24856;42482;2171;45,78
24857;42482;28629;45,80
24858;42482;9784;46,72
24859;42482;28649;47,12
24860;42482;39765;47,28
24861;42482;7961;49,05
24862;42482;43964;49,08
24863;42482;45913;49,34
24864;42482;902;49,54
24865;42482;15711;50,25
24866;42482;45267;50,33
24867;42482;39800;50,36
24868;42482;18090;51,13
24869;42482;5715;51,97
24870;42482;12518;52,16
24871;43247;43247;0,00
24872;43247;7326;0,80
24873;43247;1992;1,80
24874;43247;39894;1,92
24875;43247;39810;1,98
24876;43247;20325;4,01
24877;43247;43963;4,86
24878;43247;45913;5,49
24879;43247;3772;5,50
24880;43247;5558;5,50
24881;43247;45004;5,60
24882;43247;902;5,69
24883;43247;39746;6,44
24884;43247;45267;6,48
24885;43247;27891;6,78
24886;43247;39732;7,05
24887;43247;42480;7,20
24888;43247;7961;7,54
24889;43247;7273;7,69
24890;43247;45274;7,90
24891;43247;43965;7,93
24892;43247;39753;7,99
24893;43247;39735;8,00
24894;43247;5715;8,12
24895;43247;2171;8,46
24896;43247;15969;8,76
24897;43247;48331;8,86
24898;43247;46715;10,60
24899;43247;15711;10,62
24900;43247;39734;10,63
24901;43247;9111;10,74
24902;43247;39800;10,96
24903;43247;45273;11,82
24904;43247;18090;11,88
24905;43247;9718;11,93
24906;43247;9784;11,96
24907;43247;28649;12,36
24908;43247;43964;12,76
24909;43247;12518;12,90
24910;43247;50978;13,09
24911;43247;17079;13,90
24912;43247;27886;13,90
24913;43247;39733;13,98
24914;43247;39765;14,35
24915;43247;39745;15,09
24916;43247;4310;15,25
24917;43247;28629;15,93
24918;43247;39747;16,00
24919;43247;39731;16,02
24920;43247;48330;16,58
24921;43247;50976;17,03
24922;43247;44971;17,29
24923;43247;39754;17,82
24924;43247;46709;18,07
24925;43247;26150;18,66
24926;43247;39750;18,96
24927;43247;46710;19,35
24928;43247;46155;19,78
24929;43247;46708;19,99
24930;43247;46172;20,95
24931;43247;44915;21,48
24932;43247;39748;22,19
24933;43247;26145;23,13
24934;43247;29679;23,24
24935;43247;44135;23,72
24936;43247;18192;23,74
24937;43247;39749;23,93
24938;43247;45586;24,04
24939;43247;43791;24,22
24940;43247;44914;24,23
24941;43247;39751;24,33
24942;43247;39743;25,08
24943;43247;17076;25,32
24944;43247;14398;25,94
24945;43247;42481;26,27
24946;43247;3804;27,08
24947;43247;43790;27,10
24948;43247;11849;27,65
24949;43247;29670;28,15
24950;43247;39752;29,31
24951;43247;39744;29,40
24952;43247;45993;32,66
24953;43247;29681;32,70
24954;43247;44811;33,29
24955;43247;1988;33,53
24956;43247;48187;34,83
24957;43247;46270;34,91
24958;43247;50972;34,97
24959;43247;46036;35,00
24960;43247;267;35,32
24961;43247;39740;35,69
24962;43247;13323;35,82
24963;43247;39739;35,86
24964;43247;44812;35,88
24965;43247;44770;36,08
24966;43247;39736;36,31
24967;43247;44692;36,34
24968;43247;10890;36,49
24969;43247;50547;36,57
24970;43247;43962;36,79
24971;43247;28560;37,09
24972;43247;28549;37,19
24973;43247;45275;37,24
24974;43247;18087;37,54
24975;43247;44910;37,62
24976;43247;39738;37,65
24977;43247;46074;38,29
24978;43247;48510;38,37
24979;43247;45144;39,09
24980;43247;44387;39,36
24981;43247;39729;39,37
24982;43247;29680;39,51
24983;43247;39728;39,68
24984;43247;44486;39,69
24985;43247;16475;41,01
24986;43247;50952;41,26
24987;43247;46176;41,51
24988;43247;29675;41,64
24989;43247;203;41,79
24990;43247;35613;42,01
24991;43247;835;42,28
24992;43247;39730;42,31
24993;43247;50974;42,69
24994;43247;50973;42,71
24995;43247;46256;42,81
24996;43247;42482;42,98
24997;43247;39764;43,10
24998;43247;6129;43,57
24999;43247;46243;43,58
25000;43247;781;43,72
25001;43247;45917;43,82
25002;43247;35800;43,95
25003;43247;50274;44,00
25004;43247;45281;44,09
25005;43247;29673;44,16
25006;43247;44795;44,32
25007;43247;45957;44,46
25008;43247;13648;44,52
25009;43247;29674;44,79
25010;43247;35777;44,87
25011;43247;10836;45,04
25012;43247;44114;45,22
25013;43247;29676;45,24
25014;43247;39811;45,26
25015;43247;45748;45,32
25016;43247;29678;45,42
25017;43247;9783;45,67
25018;43247;35856;45,91
25019;43247;15962;46,24
25020;43247;35867;46,39
25021;43247;35776;46,50
25022;43247;28634;46,92
25023;43247;29716;47,40
25024;43247;44836;47,41
25025;43247;28640;47,42
25026;43247;39910;47,66
25027;43247;927;47,69
25028;43247;47819;47,72
25029;43247;45262;47,88
25030;43247;44842;48,26
25031;43247;32285;48,35
25032;43247;34557;48,56
25033;43247;44951;48,63
25034;43247;44843;48,70
25035;43247;44837;48,73
25036;43247;50383;48,80
25037;43247;46066;48,83
25038;43247;48254;49,13
25039;43247;46758;49,56
25040;43247;39742;50,04
25041;43247;44720;50,04
25042;43247;28747;50,16
25043;43247;35600;50,37
25044;43247;45727;50,95
25045;43247;39812;51,04
25046;43247;35727;51,22
25047;43247;45723;51,42
25048;43247;28745;51,53
25049;43247;45265;51,92
25050;43247;35833;51,97
25051;43247;48061;52,02
25052;43247;29672;52,42
25053;43247;39741;52,82
25054;43247;29677;52,95
25055;43247;33013;53,38
25056;43247;32356;53,61
25057;43247;35601;53,65
25058;43247;49994;54,40
25059;43247;39870;54,42
25060;43247;13802;54,48
25061;43247;46189;54,55
25062;43247;44974;54,75
25063;43247;39799;54,98
25064;43247;42483;55,21
25065;43247;39766;55,76
25066;43247;28564;56,45
25067;43247;29671;56,66
25068;43247;35814;58,05
25069;43247;35861;58,41
25070;43247;39737;58,47
25071;43247;29669;58,53
25072;43247;50917;58,65
25073;43247;50918;59,04
25074;43247;45715;59,23
25075;43247;28536;60,10
25076;43247;35603;60,47
25077;43247;39767;60,87
25078;43247;45877;61,84
25079;43247;46724;86,03
25080;43965;43965;0,00
25081;43965;7273;1,94
25082;43965;3772;2,10
25083;43965;39735;2,25
25084;43965;45004;3,01
25085;43965;45274;3,52
25086;43965;46715;3,59
25087;43965;9111;3,73
25088;43965;48331;3,78
25089;43965;39732;4,77
25090;43965;5558;5,92
25091;43965;27891;5,96
25092;43965;50978;6,08
25093;43965;20325;6,28
25094;43965;39734;6,55
25095;43965;39753;6,73
25096;43965;43963;6,84
25097;43965;39746;7,04
25098;43965;39810;7,07
25099;43965;1992;7,13
25100;43965;39894;7,28
25101;43965;42480;7,63
25102;43965;15969;7,94
25103;43965;2171;8,84
25104;43965;9718;8,92
25105;43965;39733;8,94
25106;43965;43247;9,13
25107;43965;7326;9,47
25108;43965;45273;9,94
25109;43965;39765;10,50
25110;43965;17079;12,02
25111;43965;27886;12,02
25112;43965;7961;12,11
25113;43965;50976;12,44
25114;43965;39747;12,53
25115;43965;45913;12,94
25116;43965;48330;13,20
25117;43965;39754;13,23
25118;43965;15711;13,47
25119;43965;39800;13,58
25120;43965;39731;14,14
25121;43965;902;14,15
25122;43965;44971;15,15
25123;43965;45267;15,16
25124;43965;12518;15,38
25125;43965;46709;15,71
25126;43965;39750;15,71
25127;43965;26150;16,30
25128;43965;5715;16,80
25129;43965;46710;16,99
25130;43965;46155;17,43
25131;43965;46708;17,63
25132;43965;9784;18,24
25133;43965;46172;18,59
25134;43965;28649;18,64
25135;43965;4310;18,95
25136;43965;43964;19,03
25137;43965;44915;19,12
25138;43965;26145;19,65
25139;43965;39745;19,74
25140;43965;18090;19,81
25141;43965;39748;19,89
25142;43965;29679;20,88
25143;43965;44135;21,36
25144;43965;18192;21,38
25145;43965;39749;21,57
25146;43965;45586;21,68
25147;43965;43791;21,86
25148;43965;44914;21,87
25149;43965;39751;21,97
25150;43965;28629;22,21
25151;43965;17076;22,96
25152;43965;14398;23,58
25153;43965;3804;24,72
25154;43965;43790;24,74
25155;43965;11849;25,29
25156;43965;39752;26,95
25157;43965;29681;30,35
25158;43965;39743;30,50
25159;43965;1988;31,18
25160;43965;42481;31,69
25161;43965;48187;32,47
25162;43965;46270;32,55
25163;43965;50972;32,62
25164;43965;46036;32,64
25165;43965;267;32,96
25166;43965;39740;33,33
25167;43965;13323;33,46
25168;43965;39739;33,50
25169;43965;44812;33,52
25170;43965;29670;33,57
25171;43965;44770;33,73
25172;43965;39736;33,95
25173;43965;44692;33,98
25174;43965;10890;34,13
25175;43965;50547;34,22
25176;43965;43962;34,43
25177;43965;28560;34,73
25178;43965;39744;34,82
25179;43965;28549;34,84
25180;43965;45275;34,89
25181;43965;18087;35,18
25182;43965;44910;35,26
25183;43965;39738;35,30
25184;43965;46074;35,93
25185;43965;48510;36,01
25186;43965;45144;36,73
25187;43965;44387;37,00
25188;43965;39729;37,01
25189;43965;29680;37,16
25190;43965;39728;37,33
25191;43965;44486;37,33
25192;43965;45993;38,12
25193;43965;16475;38,65
25194;43965;44811;38,74
